"Lake","Month","Date_Sam","Phylum","RelAbund"
"Lake Mohegan","June","6-16_LM","Verrucomicrobiota",0.0655068787736759
"Lake Mohegan","June","6-19_LM","Acidobacteriota",0.000835189309576837
"Lake Mohegan","June","6-19_LM","Actinobacteriota",0.219221727295224
"Lake Mohegan","June","6-19_LM","Aenigmarchaeota",0
"Lake Mohegan","June","6-19_LM","Armatimonadota",0.0108265280871072
"Lake Mohegan","June","6-19_LM","Bacteroidota",0.159366493442217
"Lake Mohegan","June","6-19_LM","Bdellovibrionota",0.00129918337045286
"Lake Mohegan","June","6-19_LM","Calditrichota",0
"Lake Mohegan","June","6-19_LM","Campylobacterota",0
"Lake Mohegan","June","6-19_LM","Chloroflexi",0.00129918337045286
"Lake Mohegan","June","6-19_LM","Cloacimonadota",0
"Lake Mohegan","June","6-19_LM","Crenarchaeota",0
"Lake Mohegan","June","6-19_LM","Cyanobacteriota",0.0492143033902499
"Lake Mohegan","June","6-19_LM","Deinococcota",0.000835189309576837
"Lake Mohegan","June","6-19_LM","Dependentiae",0
"Lake Mohegan","June","6-19_LM","Desulfobacterota",0.00108265280871072
"Lake Mohegan","June","6-19_LM","Elusimicrobiota",9.27988121752042e-05
"Lake Mohegan","June","6-19_LM","Euryarchaeota",0
"Lake Mohegan","June","6-19_LM","Fermentibacterota",0.000371195248700817
"Lake Mohegan","June","6-19_LM","Fibrobacterota",0.00253650086612225
"Lake Mohegan","June","6-19_LM","Firmicutes",0.00532046523137837
"Lake Mohegan","June","6-19_LM","Fusobacteriota",0.00108265280871072
"Lake Mohegan","June","6-19_LM","Gemmatimonadota",0
"Lake Mohegan","June","6-19_LM","Halobacterota",0.000154664686958674
"Lake Mohegan","June","6-19_LM","Hydrogenedentes",0
"Lake Mohegan","June","6-19_LM","Latescibacterota",0
"Lake Mohegan","June","6-19_LM","Methylomirabilota",0
"Lake Mohegan","June","6-19_LM","Micrarchaeota",0
"Lake Mohegan","June","6-19_LM","Modulibacteria",0
"Lake Mohegan","June","6-19_LM","Myxococcota",0.00185597624350408
"Lake Mohegan","June","6-19_LM","Nanoarchaeota",0
"Lake Mohegan","June","6-19_LM","Nitrospirota",0
"Lake Mohegan","June","6-19_LM","Patescibacteria",0.000309329373917347
"Lake Mohegan","June","6-19_LM","Planctomycetota",0.0514105419450631
"Lake Mohegan","June","6-19_LM","Proteobacteria",0.369988864142539
"Lake Mohegan","June","6-19_LM","Spirochaetota",0.00167037861915367
"Lake Mohegan","June","6-19_LM","Sumerlaeota",0
"Lake Mohegan","June","6-19_LM","Thermoplasmatota",0
"Lake Mohegan","June","6-19_LM","Verrucomicrobiota",0.121226181638208
"Lake Mohegan","September","9-01_LM","Acidobacteriota",0.00166103759481756
"Lake Mohegan","September","9-01_LM","Actinobacteriota",0.2080449587509
"Lake Mohegan","September","9-01_LM","Aenigmarchaeota",0
"Lake Mohegan","September","9-01_LM","Armatimonadota",0.0210121255744422
"Lake Mohegan","September","9-01_LM","Bacteroidota",0.150323902330989
"Lake Mohegan","September","9-01_LM","Bdellovibrionota",0.000387575438790765
"Lake Mohegan","September","9-01_LM","Calditrichota",0
"Lake Mohegan","September","9-01_LM","Campylobacterota",0
"Lake Mohegan","September","9-01_LM","Chloroflexi",0.00498311278445269
"Lake Mohegan","September","9-01_LM","Cloacimonadota",0
"Lake Mohegan","September","9-01_LM","Crenarchaeota",0
"Lake Mohegan","September","9-01_LM","Cyanobacteriota",0.323071812192016
"Lake Mohegan","September","9-01_LM","Deinococcota",0.000193787719395382
"Lake Mohegan","September","9-01_LM","Dependentiae",0
"Lake Mohegan","September","9-01_LM","Desulfobacterota",0
"Lake Mohegan","September","9-01_LM","Elusimicrobiota",0
"Lake Mohegan","September","9-01_LM","Euryarchaeota",8.30518797408781e-05
"Lake Mohegan","September","9-01_LM","Fermentibacterota",0
"Lake Mohegan","September","9-01_LM","Fibrobacterota",0
"Lake Mohegan","September","9-01_LM","Firmicutes",0.00171640551464481
"Lake Mohegan","September","9-01_LM","Fusobacteriota",0
"Lake Mohegan","September","9-01_LM","Gemmatimonadota",0.00149493383533581
"Lake Mohegan","September","9-01_LM","Halobacterota",0
"Lake Mohegan","September","9-01_LM","Hydrogenedentes",0.000442943358618017
"Lake Mohegan","September","9-01_LM","Latescibacterota",0
"Lake Mohegan","September","9-01_LM","Methylomirabilota",0
"Lake Mohegan","September","9-01_LM","Micrarchaeota",0
"Lake Mohegan","September","9-01_LM","Modulibacteria",0
"Lake Mohegan","September","9-01_LM","Myxococcota",0.0143956591550855
"Lake Mohegan","September","9-01_LM","Nanoarchaeota",8.30518797408781e-05
"Lake Mohegan","September","9-01_LM","Nitrospirota",0
"Lake Mohegan","September","9-01_LM","Patescibacteria",0.0012734621560268
"Lake Mohegan","September","9-01_LM","Planctomycetota",0.00609047118099773
"Lake Mohegan","September","9-01_LM","Proteobacteria",0.18193898455235
"Lake Mohegan","September","9-01_LM","Spirochaetota",0.000719782957754277
"Lake Mohegan","September","9-01_LM","Sumerlaeota",0
"Lake Mohegan","September","9-01_LM","Thermoplasmatota",0
"Lake Mohegan","September","9-01_LM","Verrucomicrobiota",0.0820829411439012
"Lake Mohegan","September","9-09_LM","Acidobacteriota",0.00169361888111888
"Lake Mohegan","September","9-09_LM","Actinobacteriota",0.180506993006993
"Lake Mohegan","September","9-09_LM","Aenigmarchaeota",0
"Lake Mohegan","September","9-09_LM","Armatimonadota",0.00988854895104895
"Lake Mohegan","September","9-09_LM","Bacteroidota",0.193864729020979
"Lake Mohegan","September","9-09_LM","Bdellovibrionota",0.00445257867132867
"Lake Mohegan","September","9-09_LM","Calditrichota",0
"Lake Mohegan","September","9-09_LM","Campylobacterota",0
"Lake Mohegan","September","9-09_LM","Chloroflexi",0.0043979458041958
"Lake Mohegan","September","9-09_LM","Cloacimonadota",0
"Lake Mohegan","September","9-09_LM","Crenarchaeota",0
"Lake Mohegan","September","9-09_LM","Cyanobacteriota",0.369645979020979
"Lake Mohegan","September","9-09_LM","Deinococcota",0
"Lake Mohegan","September","9-09_LM","Dependentiae",0
"Lake Mohegan","September","9-09_LM","Desulfobacterota",0.000136582167832168
"Lake Mohegan","September","9-09_LM","Elusimicrobiota",0
"Lake Mohegan","September","9-09_LM","Euryarchaeota",0
"Lake Mohegan","September","9-09_LM","Fermentibacterota",0.000163898601398601
"Lake Mohegan","September","9-09_LM","Fibrobacterota",0
"Lake Mohegan","September","9-09_LM","Firmicutes",0.000464379370629371
"Lake Mohegan","September","9-09_LM","Fusobacteriota",5.46328671328671e-05
"Lake Mohegan","September","9-09_LM","Gemmatimonadota",0
"Lake Mohegan","September","9-09_LM","Halobacterota",0
"Lake Mohegan","September","9-09_LM","Hydrogenedentes",0
"Lake Mohegan","September","9-09_LM","Latescibacterota",0
"Lake Mohegan","September","9-09_LM","Methylomirabilota",0
"Lake Mohegan","September","9-09_LM","Micrarchaeota",0
"Lake Mohegan","September","9-09_LM","Modulibacteria",0
"Lake Mohegan","September","9-09_LM","Myxococcota",0.00488964160839161
"Lake Mohegan","September","9-09_LM","Nanoarchaeota",0
"Lake Mohegan","September","9-09_LM","Nitrospirota",0
"Lake Mohegan","September","9-09_LM","Patescibacteria",0.000573645104895105
"Lake Mohegan","September","9-09_LM","Planctomycetota",0.00284090909090909
"Lake Mohegan","September","9-09_LM","Proteobacteria",0.200885052447552
"Lake Mohegan","September","9-09_LM","Spirochaetota",0
"Lake Mohegan","September","9-09_LM","Sumerlaeota",0
"Lake Mohegan","September","9-09_LM","Thermoplasmatota",8.19493006993007e-05
"Lake Mohegan","September","9-09_LM","Verrucomicrobiota",0.0254589160839161
"Lake Mohegan","September","9-16_LM","Acidobacteriota",0.000117137167623287
"Lake Mohegan","September","9-16_LM","Actinobacteriota",0.159335832259576
"Lake Mohegan","September","9-16_LM","Aenigmarchaeota",0
"Lake Mohegan","September","9-16_LM","Armatimonadota",0.0318320253016282
"Lake Mohegan","September","9-16_LM","Bacteroidota",0.106565538245285
"Lake Mohegan","September","9-16_LM","Bdellovibrionota",0.00196204755769005
"Lake Mohegan","September","9-16_LM","Calditrichota",0
"Lake Mohegan","September","9-16_LM","Campylobacterota",0
"Lake Mohegan","September","9-16_LM","Chloroflexi",0.00339697786107532
"Lake Mohegan","September","9-16_LM","Cloacimonadota",0
"Lake Mohegan","September","9-16_LM","Crenarchaeota",0
"Lake Mohegan","September","9-16_LM","Cyanobacteriota",0.0328862598102378
"Lake Mohegan","September","9-16_LM","Deinococcota",0
"Lake Mohegan","September","9-16_LM","Dependentiae",0
"Lake Mohegan","September","9-16_LM","Desulfobacterota",0.00149349888719691
"Lake Mohegan","September","9-16_LM","Elusimicrobiota",0
"Lake Mohegan","September","9-16_LM","Euryarchaeota",0
"Lake Mohegan","September","9-16_LM","Fermentibacterota",0
"Lake Mohegan","September","9-16_LM","Fibrobacterota",0.000204990043340752
"Lake Mohegan","September","9-16_LM","Firmicutes",0
"Lake Mohegan","September","9-16_LM","Fusobacteriota",0
"Lake Mohegan","September","9-16_LM","Gemmatimonadota",0
"Lake Mohegan","September","9-16_LM","Halobacterota",5.85685838116434e-05
"Lake Mohegan","September","9-16_LM","Hydrogenedentes",5.85685838116434e-05
"Lake Mohegan","September","9-16_LM","Latescibacterota",0
"Lake Mohegan","September","9-16_LM","Methylomirabilota",0
"Lake Mohegan","September","9-16_LM","Micrarchaeota",0
"Lake Mohegan","September","9-16_LM","Modulibacteria",0
"Lake Mohegan","September","9-16_LM","Myxococcota",8.78528757174651e-05
"Lake Mohegan","September","9-16_LM","Nanoarchaeota",0.000556401546210613
"Lake Mohegan","September","9-16_LM","Nitrospirota",0
"Lake Mohegan","September","9-16_LM","Patescibacteria",0.000263558627152395
"Lake Mohegan","September","9-16_LM","Planctomycetota",0.00904884619889891
"Lake Mohegan","September","9-16_LM","Proteobacteria",0.234098629495139
"Lake Mohegan","September","9-16_LM","Spirochaetota",0.00169848893053766
"Lake Mohegan","September","9-16_LM","Sumerlaeota",0
"Lake Mohegan","September","9-16_LM","Thermoplasmatota",0
"Lake Mohegan","September","9-16_LM","Verrucomicrobiota",0.416334778025067
"Lake Rippowam","August","8-04_LR","Acidobacteriota",0
"Lake Rippowam","August","8-04_LR","Actinobacteriota",0.0718139143838016
"Lake Rippowam","August","8-04_LR","Aenigmarchaeota",0
"Lake Rippowam","August","8-04_LR","Armatimonadota",0
"Lake Rippowam","August","8-04_LR","Bacteroidota",0.0290058151755062
"Lake Rippowam","August","8-04_LR","Bdellovibrionota",0.00133118475443144
"Lake Rippowam","August","8-04_LR","Calditrichota",0
"Lake Rippowam","August","8-04_LR","Campylobacterota",0
"Lake Rippowam","August","8-04_LR","Chloroflexi",0.00651579906116444
"Lake Rippowam","August","8-04_LR","Cloacimonadota",0
"Lake Rippowam","August","8-04_LR","Crenarchaeota",0
"Lake Rippowam","August","8-04_LR","Cyanobacteriota",0.469978280669796
"Lake Rippowam","August","8-04_LR","Deinococcota",0
"Lake Rippowam","August","8-04_LR","Dependentiae",0
"Lake Rippowam","August","8-04_LR","Desulfobacterota",0
"Lake Rippowam","August","8-04_LR","Elusimicrobiota",0
"Lake Rippowam","August","8-04_LR","Euryarchaeota",0.00378336719680516
"Lake Rippowam","August","8-04_LR","Fermentibacterota",0
"Lake Rippowam","August","8-04_LR","Fibrobacterota",0
"Lake Rippowam","August","8-04_LR","Firmicutes",0.0273243186435928
"Lake Rippowam","August","8-04_LR","Fusobacteriota",0
"Lake Rippowam","August","8-04_LR","Gemmatimonadota",0
"Lake Rippowam","August","8-04_LR","Halobacterota",0.00504448959574021
"Lake Rippowam","August","8-04_LR","Hydrogenedentes",0
"Lake Rippowam","August","8-04_LR","Latescibacterota",0
"Lake Rippowam","August","8-04_LR","Methylomirabilota",0
"Lake Rippowam","August","8-04_LR","Micrarchaeota",0
"Lake Rippowam","August","8-04_LR","Modulibacteria",0
"Lake Rippowam","August","8-04_LR","Myxococcota",0
"Lake Rippowam","August","8-04_LR","Nanoarchaeota",0
"Lake Rippowam","August","8-04_LR","Nitrospirota",0
"Lake Rippowam","August","8-04_LR","Patescibacteria",0.00651579906116444
"Lake Rippowam","August","8-04_LR","Planctomycetota",0.066349050655083
"Lake Rippowam","August","8-04_LR","Proteobacteria",0.132978350732152
"Lake Rippowam","August","8-04_LR","Spirochaetota",0
"Lake Rippowam","August","8-04_LR","Sumerlaeota",0
"Lake Rippowam","August","8-04_LR","Thermoplasmatota",0.015553842920199
"Lake Rippowam","August","8-04_LR","Verrucomicrobiota",0.163805787150564
"Lake Rippowam","August","8-12_LR","Acidobacteriota",0
"Lake Rippowam","August","8-12_LR","Actinobacteriota",0.106467941507312
"Lake Rippowam","August","8-12_LR","Aenigmarchaeota",0
"Lake Rippowam","August","8-12_LR","Armatimonadota",0.00217472815898013
"Lake Rippowam","August","8-12_LR","Bacteroidota",0.0224221972253468
"Lake Rippowam","August","8-12_LR","Bdellovibrionota",0.00434945631796026
"Lake Rippowam","August","8-12_LR","Calditrichota",0
"Lake Rippowam","August","8-12_LR","Campylobacterota",0
"Lake Rippowam","August","8-12_LR","Chloroflexi",0.0114923134608174
"Lake Rippowam","August","8-12_LR","Cloacimonadota",0
"Lake Rippowam","August","8-12_LR","Crenarchaeota",0
"Lake Rippowam","August","8-12_LR","Cyanobacteriota",0.308942632170979
"Lake Rippowam","August","8-12_LR","Deinococcota",0
"Lake Rippowam","August","8-12_LR","Dependentiae",0.000112485939257593
"Lake Rippowam","August","8-12_LR","Desulfobacterota",0.00223097112860892
"Lake Rippowam","August","8-12_LR","Elusimicrobiota",0
"Lake Rippowam","August","8-12_LR","Euryarchaeota",0
"Lake Rippowam","August","8-12_LR","Fermentibacterota",0
"Lake Rippowam","August","8-12_LR","Fibrobacterota",0
"Lake Rippowam","August","8-12_LR","Firmicutes",0
"Lake Rippowam","August","8-12_LR","Fusobacteriota",0
"Lake Rippowam","August","8-12_LR","Gemmatimonadota",0
"Lake Rippowam","August","8-12_LR","Halobacterota",0
"Lake Rippowam","August","8-12_LR","Hydrogenedentes",0
"Lake Rippowam","August","8-12_LR","Latescibacterota",0
"Lake Rippowam","August","8-12_LR","Methylomirabilota",0
"Lake Rippowam","August","8-12_LR","Micrarchaeota",0
"Lake Rippowam","August","8-12_LR","Modulibacteria",0
"Lake Rippowam","August","8-12_LR","Myxococcota",0.00412448443944507
"Lake Rippowam","August","8-12_LR","Nanoarchaeota",0
"Lake Rippowam","August","8-12_LR","Nitrospirota",0
"Lake Rippowam","August","8-12_LR","Patescibacteria",0.000131233595800525
"Lake Rippowam","August","8-12_LR","Planctomycetota",0.018241469816273
"Lake Rippowam","August","8-12_LR","Proteobacteria",0.0993063367079115
"Lake Rippowam","August","8-12_LR","Spirochaetota",0.00127484064491938
"Lake Rippowam","August","8-12_LR","Sumerlaeota",0
"Lake Rippowam","August","8-12_LR","Thermoplasmatota",0
"Lake Rippowam","August","8-12_LR","Verrucomicrobiota",0.418728908886389
"Lake Rippowam","August","8-18_LR","Acidobacteriota",0.000413331012878524
"Lake Rippowam","August","8-18_LR","Actinobacteriota",0.140858858336234
"Lake Rippowam","August","8-18_LR","Aenigmarchaeota",0
"Lake Rippowam","August","8-18_LR","Armatimonadota",0.00274103724329969
"Lake Rippowam","August","8-18_LR","Bacteroidota",0.068765227984685
"Lake Rippowam","August","8-18_LR","Bdellovibrionota",0.00593891402714932
"Lake Rippowam","August","8-18_LR","Calditrichota",0
"Lake Rippowam","August","8-18_LR","Campylobacterota",0
"Lake Rippowam","August","8-18_LR","Chloroflexi",0.00924556213017752
"Lake Rippowam","August","8-18_LR","Cloacimonadota",0
"Lake Rippowam","August","8-18_LR","Crenarchaeota",0
"Lake Rippowam","August","8-18_LR","Cyanobacteriota",0.220196658545075
"Lake Rippowam","August","8-18_LR","Deinococcota",8.70170553428472e-05
"Lake Rippowam","August","8-18_LR","Dependentiae",4.35085276714236e-05
"Lake Rippowam","August","8-18_LR","Desulfobacterota",0.00247998607727115
"Lake Rippowam","August","8-18_LR","Elusimicrobiota",0
"Lake Rippowam","August","8-18_LR","Euryarchaeota",0
"Lake Rippowam","August","8-18_LR","Fermentibacterota",0
"Lake Rippowam","August","8-18_LR","Fibrobacterota",0
"Lake Rippowam","August","8-18_LR","Firmicutes",0.000261051166028542
"Lake Rippowam","August","8-18_LR","Fusobacteriota",0.000108771319178559
"Lake Rippowam","August","8-18_LR","Gemmatimonadota",0
"Lake Rippowam","August","8-18_LR","Halobacterota",0
"Lake Rippowam","August","8-18_LR","Hydrogenedentes",0
"Lake Rippowam","August","8-18_LR","Latescibacterota",0
"Lake Rippowam","August","8-18_LR","Methylomirabilota",0
"Lake Rippowam","August","8-18_LR","Micrarchaeota",0
"Lake Rippowam","August","8-18_LR","Modulibacteria",0
"Lake Rippowam","August","8-18_LR","Myxococcota",0.00728767838496345
"Lake Rippowam","August","8-18_LR","Nanoarchaeota",0
"Lake Rippowam","August","8-18_LR","Nitrospirota",0
"Lake Rippowam","August","8-18_LR","Patescibacteria",0.000195788374521406
"Lake Rippowam","August","8-18_LR","Planctomycetota",0.0219718064740689
"Lake Rippowam","August","8-18_LR","Proteobacteria",0.13844413505047
"Lake Rippowam","August","8-18_LR","Spirochaetota",0.000348068221371389
"Lake Rippowam","August","8-18_LR","Sumerlaeota",0
"Lake Rippowam","August","8-18_LR","Thermoplasmatota",0
"Lake Rippowam","August","8-18_LR","Verrucomicrobiota",0.380612600069614
"Lake Rippowam","August","8-26_LR","Acidobacteriota",0
"Lake Rippowam","August","8-26_LR","Actinobacteriota",0.151457951824201
"Lake Rippowam","August","8-26_LR","Aenigmarchaeota",0
"Lake Rippowam","August","8-26_LR","Armatimonadota",0.00385969854909142
"Lake Rippowam","August","8-26_LR","Bacteroidota",0.104606282575011
"Lake Rippowam","August","8-26_LR","Bdellovibrionota",0.00777574306240316
"Lake Rippowam","August","8-26_LR","Calditrichota",0
"Lake Rippowam","August","8-26_LR","Campylobacterota",0
"Lake Rippowam","August","8-26_LR","Chloroflexi",0.0010987463022961
"Lake Rippowam","August","8-26_LR","Cloacimonadota",0
"Lake Rippowam","August","8-26_LR","Crenarchaeota",0
"Lake Rippowam","August","8-26_LR","Cyanobacteriota",0.139399915481054
"Lake Rippowam","August","8-26_LR","Deinococcota",0
"Lake Rippowam","August","8-26_LR","Dependentiae",0
"Lake Rippowam","August","8-26_LR","Desulfobacterota",0.00104240033807579
"Lake Rippowam","August","8-26_LR","Elusimicrobiota",0
"Lake Rippowam","August","8-26_LR","Euryarchaeota",0
"Lake Rippowam","August","8-26_LR","Fermentibacterota",0
"Lake Rippowam","August","8-26_LR","Fibrobacterota",0
"Lake Rippowam","August","8-26_LR","Firmicutes",0.000422594731652345
"Lake Rippowam","August","8-26_LR","Fusobacteriota",0
"Lake Rippowam","August","8-26_LR","Gemmatimonadota",0.00115509226651641
"Lake Rippowam","August","8-26_LR","Halobacterota",0
"Lake Rippowam","August","8-26_LR","Hydrogenedentes",0
"Lake Rippowam","August","8-26_LR","Latescibacterota",0
"Lake Rippowam","August","8-26_LR","Methylomirabilota",0
"Lake Rippowam","August","8-26_LR","Micrarchaeota",0
"Lake Rippowam","August","8-26_LR","Modulibacteria",0
"Lake Rippowam","August","8-26_LR","Myxococcota",0.00323989294266798
"Lake Rippowam","August","8-26_LR","Nanoarchaeota",0
"Lake Rippowam","August","8-26_LR","Nitrospirota",0
"Lake Rippowam","August","8-26_LR","Patescibacteria",0.000169037892660938
"Lake Rippowam","August","8-26_LR","Planctomycetota",0.0343146922101704
"Lake Rippowam","August","8-26_LR","Proteobacteria",0.134300605719115
"Lake Rippowam","August","8-26_LR","Spirochaetota",0.00126778419495704
"Lake Rippowam","August","8-26_LR","Sumerlaeota",0
"Lake Rippowam","August","8-26_LR","Thermoplasmatota",0
"Lake Rippowam","August","8-26_LR","Verrucomicrobiota",0.415889561910128
"Lake Rippowam","July","7-08_LR","Acidobacteriota",0.00729808251016851
"Lake Rippowam","July","7-08_LR","Actinobacteriota",0.118744915746659
"Lake Rippowam","July","7-08_LR","Aenigmarchaeota",0
"Lake Rippowam","July","7-08_LR","Armatimonadota",0.00220801859384079
"Lake Rippowam","July","7-08_LR","Bacteroidota",0.0791167925624637
"Lake Rippowam","July","7-08_LR","Bdellovibrionota",0.00578733294596165
"Lake Rippowam","July","7-08_LR","Calditrichota",0
"Lake Rippowam","July","7-08_LR","Campylobacterota",0
"Lake Rippowam","July","7-08_LR","Chloroflexi",0.0052992446252179
"Lake Rippowam","July","7-08_LR","Cloacimonadota",9.29692039511912e-05
"Lake Rippowam","July","7-08_LR","Crenarchaeota",0
"Lake Rippowam","July","7-08_LR","Cyanobacteriota",0.20548518303312
"Lake Rippowam","July","7-08_LR","Deinococcota",0
"Lake Rippowam","July","7-08_LR","Dependentiae",0.00216153399186519
"Lake Rippowam","July","7-08_LR","Desulfobacterota",0.00581057524694945
"Lake Rippowam","July","7-08_LR","Elusimicrobiota",0
"Lake Rippowam","July","7-08_LR","Euryarchaeota",0
"Lake Rippowam","July","7-08_LR","Fermentibacterota",0
"Lake Rippowam","July","7-08_LR","Fibrobacterota",0
"Lake Rippowam","July","7-08_LR","Firmicutes",9.29692039511912e-05
"Lake Rippowam","July","7-08_LR","Fusobacteriota",0
"Lake Rippowam","July","7-08_LR","Gemmatimonadota",0
"Lake Rippowam","July","7-08_LR","Halobacterota",0.000441603718768158
"Lake Rippowam","July","7-08_LR","Hydrogenedentes",0
"Lake Rippowam","July","7-08_LR","Latescibacterota",0
"Lake Rippowam","July","7-08_LR","Methylomirabilota",0
"Lake Rippowam","July","7-08_LR","Micrarchaeota",4.64846019755956e-05
"Lake Rippowam","July","7-08_LR","Modulibacteria",0
"Lake Rippowam","July","7-08_LR","Myxococcota",0.0146426496223126
"Lake Rippowam","July","7-08_LR","Nanoarchaeota",0
"Lake Rippowam","July","7-08_LR","Nitrospirota",0
"Lake Rippowam","July","7-08_LR","Patescibacteria",0.00130156885531668
"Lake Rippowam","July","7-08_LR","Planctomycetota",0.0752818128994771
"Lake Rippowam","July","7-08_LR","Proteobacteria",0.193492155723417
"Lake Rippowam","July","7-08_LR","Spirochaetota",0.00185938407902382
"Lake Rippowam","July","7-08_LR","Sumerlaeota",0
"Lake Rippowam","July","7-08_LR","Thermoplasmatota",9.29692039511912e-05
"Lake Rippowam","July","7-08_LR","Verrucomicrobiota",0.28074375363161
"Lake Rippowam","July","7-14_LR","Acidobacteriota",0.00726355392210165
"Lake Rippowam","July","7-14_LR","Actinobacteriota",0.181132157536481
"Lake Rippowam","July","7-14_LR","Aenigmarchaeota",0
"Lake Rippowam","July","7-14_LR","Armatimonadota",0.000869886697257682
"Lake Rippowam","July","7-14_LR","Bacteroidota",0.0485614248744101
"Lake Rippowam","July","7-14_LR","Bdellovibrionota",0.00163103755735815
"Lake Rippowam","July","7-14_LR","Calditrichota",0
"Lake Rippowam","July","7-14_LR","Campylobacterota",0.000304460344040189
"Lake Rippowam","July","7-14_LR","Chloroflexi",0.0133745079703369
"Lake Rippowam","July","7-14_LR","Cloacimonadota",0
"Lake Rippowam","July","7-14_LR","Crenarchaeota",0
"Lake Rippowam","July","7-14_LR","Cyanobacteriota",0.264771763477807
"Lake Rippowam","July","7-14_LR","Deinococcota",0.000260966009177305
"Lake Rippowam","July","7-14_LR","Dependentiae",0
"Lake Rippowam","July","7-14_LR","Desulfobacterota",0.00900332731661701
"Lake Rippowam","July","7-14_LR","Elusimicrobiota",0.000130483004588652
"Lake Rippowam","July","7-14_LR","Euryarchaeota",0
"Lake Rippowam","July","7-14_LR","Fermentibacterota",0
"Lake Rippowam","July","7-14_LR","Fibrobacterota",0
"Lake Rippowam","July","7-14_LR","Firmicutes",8.69886697257682e-05
"Lake Rippowam","July","7-14_LR","Fusobacteriota",0
"Lake Rippowam","July","7-14_LR","Gemmatimonadota",0.000130483004588652
"Lake Rippowam","July","7-14_LR","Halobacterota",0
"Lake Rippowam","July","7-14_LR","Hydrogenedentes",0.000130483004588652
"Lake Rippowam","July","7-14_LR","Latescibacterota",0
"Lake Rippowam","July","7-14_LR","Methylomirabilota",0
"Lake Rippowam","July","7-14_LR","Micrarchaeota",0
"Lake Rippowam","July","7-14_LR","Modulibacteria",0
"Lake Rippowam","July","7-14_LR","Myxococcota",0.00676336907117848
"Lake Rippowam","July","7-14_LR","Nanoarchaeota",0
"Lake Rippowam","July","7-14_LR","Nitrospirota",0
"Lake Rippowam","July","7-14_LR","Patescibacteria",0
"Lake Rippowam","July","7-14_LR","Planctomycetota",0.0216384315942848
"Lake Rippowam","July","7-14_LR","Proteobacteria",0.23208577082835
"Lake Rippowam","July","7-14_LR","Spirochaetota",0.00393623730509101
"Lake Rippowam","July","7-14_LR","Sumerlaeota",0.000304460344040189
"Lake Rippowam","July","7-14_LR","Thermoplasmatota",0
"Lake Rippowam","July","7-14_LR","Verrucomicrobiota",0.207620207467977
"Lake Rippowam","July","7-18_LR","Acidobacteriota",0.00189577366110985
"Lake Rippowam","July","7-18_LR","Actinobacteriota",0.0561932040635496
"Lake Rippowam","July","7-18_LR","Aenigmarchaeota",0
"Lake Rippowam","July","7-18_LR","Armatimonadota",0.00329699767149539
"Lake Rippowam","July","7-18_LR","Bacteroidota",0.0871231634692658
"Lake Rippowam","July","7-18_LR","Bdellovibrionota",0.00558428980609532
"Lake Rippowam","July","7-18_LR","Calditrichota",0
"Lake Rippowam","July","7-18_LR","Campylobacterota",0.000123637412681077
"Lake Rippowam","July","7-18_LR","Chloroflexi",0.0139092089266212
"Lake Rippowam","July","7-18_LR","Cloacimonadota",0
"Lake Rippowam","July","7-18_LR","Crenarchaeota",0
"Lake Rippowam","July","7-18_LR","Cyanobacteriota",0.182591852294504
"Lake Rippowam","July","7-18_LR","Deinococcota",0.000123637412681077
"Lake Rippowam","July","7-18_LR","Dependentiae",0.00445094685651878
"Lake Rippowam","July","7-18_LR","Desulfobacterota",0.000824249417873849
"Lake Rippowam","July","7-18_LR","Elusimicrobiota",0
"Lake Rippowam","July","7-18_LR","Euryarchaeota",0
"Lake Rippowam","July","7-18_LR","Fermentibacterota",0
"Lake Rippowam","July","7-18_LR","Fibrobacterota",0
"Lake Rippowam","July","7-18_LR","Firmicutes",0.00016484988357477
"Lake Rippowam","July","7-18_LR","Fusobacteriota",0
"Lake Rippowam","July","7-18_LR","Gemmatimonadota",0
"Lake Rippowam","July","7-18_LR","Halobacterota",0
"Lake Rippowam","July","7-18_LR","Hydrogenedentes",0
"Lake Rippowam","July","7-18_LR","Latescibacterota",0
"Lake Rippowam","July","7-18_LR","Methylomirabilota",0
"Lake Rippowam","July","7-18_LR","Micrarchaeota",0
"Lake Rippowam","July","7-18_LR","Modulibacteria",0
"Lake Rippowam","July","7-18_LR","Myxococcota",0.0111067609058501
"Lake Rippowam","July","7-18_LR","Nanoarchaeota",0.000123637412681077
"Lake Rippowam","July","7-18_LR","Nitrospirota",0
"Lake Rippowam","July","7-18_LR","Patescibacteria",0
"Lake Rippowam","July","7-18_LR","Planctomycetota",0.0234086834676173
"Lake Rippowam","July","7-18_LR","Proteobacteria",0.127861690947681
"Lake Rippowam","July","7-18_LR","Spirochaetota",0.00136001153949185
"Lake Rippowam","July","7-18_LR","Sumerlaeota",0
"Lake Rippowam","July","7-18_LR","Thermoplasmatota",0
"Lake Rippowam","July","7-18_LR","Verrucomicrobiota",0.479857404850708
"Lake Rippowam","July","7-22_LR","Acidobacteriota",0.00635814523820337
"Lake Rippowam","July","7-22_LR","Actinobacteriota",0.0967573459285163
"Lake Rippowam","July","7-22_LR","Aenigmarchaeota",0
"Lake Rippowam","July","7-22_LR","Armatimonadota",0.00152141332485581
"Lake Rippowam","July","7-22_LR","Bacteroidota",0.0918524910304737
