"ASV","Module_Color","kIN_Within"
"16S_ASV_1038","brown",1.69451279908747
"16S_ASV_1054","brown",4.92842691445692
"16S_ASV_1059","brown",2.18362048395425
"16S_ASV_1070","grey",0.320712380503978
"16S_ASV_1072","greenyellow",3.94728288811182
"16S_ASV_1102","brown",2.49478721634095
"16S_ASV_1113","turquoise",0.612984464745204
"16S_ASV_1146","grey",0.110827927893199
"16S_ASV_1147","blue",4.28331397501757
"16S_ASV_1174","green",14.6446622034858
"16S_ASV_1176","grey",2.19653421927187
"16S_ASV_1196","turquoise",1.25532492761485
"16S_ASV_1200","yellow",1.55543227981625
"16S_ASV_1212","brown",2.10344705913625
"16S_ASV_1230","pink",4.83593957864413
"16S_ASV_1241","red",3.96728324566611
"16S_ASV_1258","yellow",5.64206292489526
"16S_ASV_1297","brown",1.85793112386709
"16S_ASV_1306","yellow",5.18864633562156
"16S_ASV_1323","green",5.86926751007456
"16S_ASV_1357","blue",1.07615380395712
"16S_ASV_1363","greenyellow",1.32741233828516
"16S_ASV_1368","grey",0.249778148766897
"16S_ASV_1370","grey",0.186140326868712
"16S_ASV_1375","magenta",0.823845637893521
"16S_ASV_1393","grey",0.203162368674718
"16S_ASV_1463","yellow",4.04244192298917
"16S_ASV_1474","grey",0.177173237787322
"16S_ASV_1479","brown",4.55991235443035
"16S_ASV_1529","brown",1.80295825891158
"16S_ASV_1541","yellow",2.8764080324138
"16S_ASV_1550","yellow",5.08664965927457
"16S_ASV_1551","greenyellow",2.7244337528453
"16S_ASV_1590","greenyellow",0.262184650662076
"16S_ASV_1609","grey",0.429283375805485
"16S_ASV_1641","yellow",8.30495503005882
"16S_ASV_1679","grey",0.575656720077282
"16S_ASV_1726","yellow",8.37151613283298
"16S_ASV_1743","yellow",7.27703834641063
"16S_ASV_1949","greenyellow",4.4765939316423
"16S_ASV_2121","grey",0.530194300521941
"16S_ASV_2189","grey",0.221564916182883
"16S_ASV_2408","yellow",7.97269957097407
"16S_ASV_3009","yellow",7.59489453765134
"18S_ASV_1","magenta",3.12961751109284
"18S_ASV_2","black",1.68836423782519
"18S_ASV_4","yellow",3.64757030104754
"18S_ASV_5","green",2.38477827969403
"18S_ASV_6","green",11.7190037507378
"18S_ASV_8","blue",12.7515623616428
"18S_ASV_9","grey",0.39184216396349
"18S_ASV_10","magenta",2.73936229125077
"18S_ASV_11","blue",5.24508138658025
"18S_ASV_12","grey",0.250504005476852
"18S_ASV_13","green",10.0288194383279
"18S_ASV_15","red",7.2951415799748
"18S_ASV_16","blue",8.33103471195812
"18S_ASV_18","blue",8.10945146991141
"18S_ASV_22","greenyellow",0.17608964947096
"18S_ASV_23","red",2.45677434610092
"18S_ASV_24","turquoise",1.2313648986304
"18S_ASV_26","grey",0.516308179677008
"18S_ASV_27","black",0.743163021927498
"18S_ASV_28","pink",0.825418056588448
"18S_ASV_29","greenyellow",0.602596595839702
"18S_ASV_30","green",8.14754224976496
"18S_ASV_31","blue",8.54374366639218
"18S_ASV_32","black",1.25418880938756
"18S_ASV_34","green",5.73881830070585
"18S_ASV_36","red",6.85717692888599
"18S_ASV_37","red",10.7651945277398
"18S_ASV_42","grey",0.253771523552126
"18S_ASV_44","green",1.36447081841325
"18S_ASV_45","green",5.85114821722204
"18S_ASV_47","blue",14.2085551829398
"18S_ASV_48","turquoise",0.669686647596847
"18S_ASV_49","red",7.50746988441949
"18S_ASV_50","green",4.56904367348251
"18S_ASV_51","red",8.06444982940475
"18S_ASV_52","green",2.19519106422311
"18S_ASV_53","grey",0.33343837236865
"18S_ASV_55","green",0.660930741098999
"18S_ASV_57","red",6.96292061543155
"18S_ASV_58","grey",1.61991091359342
"18S_ASV_62","blue",2.36225204066108
"18S_ASV_64","blue",3.11728072352017
"18S_ASV_66","magenta",2.67160916815912
"18S_ASV_68","grey",0.283532226368746
"18S_ASV_69","green",5.66865187440689
"18S_ASV_70","green",9.32458038906173
"18S_ASV_71","red",8.14758039294863
"18S_ASV_72","green",3.53238309706635
"18S_ASV_73","red",3.77767661265404
"18S_ASV_75","green",1.04161631907881
"18S_ASV_76","grey",0.418763373692011
"18S_ASV_77","green",8.01057846190589
"18S_ASV_79","blue",9.54338308901423
"18S_ASV_80","grey",0.132732150004157
"18S_ASV_81","green",4.97926660530812
"18S_ASV_82","blue",12.6814712098928
"18S_ASV_83","blue",10.0123332609408
"18S_ASV_84","green",3.4285657609728
"18S_ASV_85","blue",2.82369405424345
"18S_ASV_86","brown",0.704396355147478
"18S_ASV_87","blue",9.82680995854281
"18S_ASV_88","black",1.96224942927495
"18S_ASV_89","blue",17.1572987022679
"18S_ASV_91","green",3.73125397918344
"18S_ASV_92","turquoise",1.69282209081285
"18S_ASV_93","green",7.52745370965814
"18S_ASV_97","green",1.64424475983346
"18S_ASV_98","blue",4.92823689542216
"18S_ASV_99","red",3.3913084360745
"18S_ASV_101","magenta",1.65638013993173
"18S_ASV_102","blue",6.52704720578745
"18S_ASV_104","blue",4.18934336954456
"18S_ASV_106","grey",0.361652966589575
"18S_ASV_114","blue",13.7032056140773
"18S_ASV_116","red",1.73709156614777
"18S_ASV_119","blue",2.46379821262539
"18S_ASV_123","blue",11.5488346036609
"18S_ASV_127","blue",0.841640881855457
"18S_ASV_129","green",10.6728245708729
"18S_ASV_135","blue",3.09697806975544
"18S_ASV_136","turquoise",0.902433755625981
"18S_ASV_140","grey",0.200637488081831
"18S_ASV_141","blue",3.95180202882386
"18S_ASV_142","green",6.27940630231904
"18S_ASV_143","brown",2.12746992378142
"18S_ASV_146","green",5.02846340684125
"18S_ASV_147","grey",0.394471363993143
"18S_ASV_150","green",11.9052678497431
"18S_ASV_154","pink",0.84286610394734
"18S_ASV_155","blue",12.0138061424016
"18S_ASV_157","green",14.2479734909716
"18S_ASV_160","blue",11.4557369937496
"18S_ASV_161","turquoise",3.92195778055885
"18S_ASV_164","magenta",2.28234878750281
"18S_ASV_168","grey",0.277500338017618
"18S_ASV_170","greenyellow",1.13668867270676
"18S_ASV_175","grey",0.988166395776751
"18S_ASV_177","green",11.1387309546329
"18S_ASV_181","green",11.7331270699603
"18S_ASV_182","green",2.14676229738319
"18S_ASV_183","green",3.92955673202519
"18S_ASV_186","turquoise",3.34932371125997
"18S_ASV_187","brown",2.50509151985958
"18S_ASV_188","blue",0.76735768664468
"18S_ASV_190","blue",3.41086867329768
"18S_ASV_191","red",0.654811285936654
"18S_ASV_192","blue",6.69760254381489
"18S_ASV_196","green",7.96715991013504
"18S_ASV_199","grey",0.186505452864635
"18S_ASV_201","grey",0.225642753101782
"18S_ASV_203","blue",1.54817849062302
"18S_ASV_205","magenta",2.28307220929965
"18S_ASV_207","blue",5.27045648567741
"18S_ASV_208","green",1.11541119148544
"18S_ASV_212","blue",1.70877127093703
"18S_ASV_216","blue",8.08178714591208
"18S_ASV_217","green",6.70227813694178
"18S_ASV_224","blue",6.54617654959423
"18S_ASV_225","red",1.28864682253891
"18S_ASV_227","green",4.28230344271119
"18S_ASV_231","green",4.38323506293362
"18S_ASV_234","grey",1.17319811958011
"18S_ASV_235","green",6.13724675627432
"18S_ASV_236","brown",1.62989166029356
"18S_ASV_238","blue",8.61047567376417
"18S_ASV_239","red",3.80998578219832
"18S_ASV_245","green",7.74464962087058
"18S_ASV_248","green",9.19630007544377
"18S_ASV_249","grey",0.674659788978835
"18S_ASV_254","red",1.68344532915639
"18S_ASV_257","brown",2.63077370123634
"18S_ASV_261","blue",4.7388816720406
"18S_ASV_262","green",7.14981570595896
"18S_ASV_264","green",6.60142081141724
"18S_ASV_266","grey",0.611846348179645
"18S_ASV_267","black",3.80198919020281
"18S_ASV_270","grey",0.249022349116575
"18S_ASV_271","green",7.04595634143462
"18S_ASV_272","blue",3.2355250155085
"18S_ASV_273","turquoise",1.50700664690757
"18S_ASV_274","green",3.87507207035896
"18S_ASV_279","blue",5.25233040376334
"18S_ASV_280","blue",4.99582322748264
"18S_ASV_281","grey",0.305694417931641
"18S_ASV_283","blue",1.86873824090016
"18S_ASV_285","green",2.93418647520496
"18S_ASV_290","green",4.64537493178675
"18S_ASV_292","turquoise",1.3413296595186
"18S_ASV_294","blue",0.949971568026546
"18S_ASV_301","red",1.03472991316707
"18S_ASV_302","pink",5.4865686751997
"18S_ASV_307","blue",6.59554088000327
"18S_ASV_308","grey",0.405656092846028
"18S_ASV_309","blue",4.34776942860551
"18S_ASV_312","green",3.96642001222178
"18S_ASV_315","blue",3.50586801488163
"18S_ASV_320","grey",0.758264884309642
"18S_ASV_321","blue",9.56288347967362
"18S_ASV_324","grey",0.542150880005803
"18S_ASV_326","blue",1.71546986112044
"18S_ASV_328","blue",2.65784437163839
"18S_ASV_336","grey",0.441680801878201
"18S_ASV_337","green",1.5404042521989
"18S_ASV_340","red",1.64989861095591
"18S_ASV_342","grey",0.575182118025808
"18S_ASV_343","red",1.65143935822489
"18S_ASV_344","grey",2.17281536914299
"18S_ASV_346","green",2.29933325698779
"18S_ASV_348","green",0.667449543620231
"18S_ASV_355","grey",0.246372719547403
"18S_ASV_363","black",4.08919148098935
"18S_ASV_370","green",1.63770934926828
"18S_ASV_375","red",1.97489226414065
"18S_ASV_377","red",7.73589432382817
"18S_ASV_381","grey",0.2237689319156
"18S_ASV_383","turquoise",2.75438618018337
"18S_ASV_384","red",3.06876358566979
"18S_ASV_386","red",4.18765009640266
"18S_ASV_395","black",2.95343983749286
"18S_ASV_398","blue",5.61089981803296
"18S_ASV_403","blue",6.7312122465446
"18S_ASV_408","yellow",2.09384526114365
"18S_ASV_412","brown",3.57750680628672
"18S_ASV_413","blue",0.881962105507819
"18S_ASV_415","green",5.55460232440241
"18S_ASV_417","green",3.00062047949906
"18S_ASV_421","red",1.01837032814607
"18S_ASV_431","blue",5.53035344909659
"18S_ASV_433","grey",0.208716603551448
"18S_ASV_434","grey",0.25136641616056
"18S_ASV_438","green",4.73386398518882
"18S_ASV_443","blue",1.47381699462177
"18S_ASV_444","green",6.26358760555803
"18S_ASV_445","green",8.81989037755726
"18S_ASV_447","turquoise",1.85851317185295
"18S_ASV_448","yellow",3.23338485280157
"18S_ASV_454","blue",2.92802349768918
"18S_ASV_456","black",3.61802364409164
"18S_ASV_461","grey",0.816379863386588
"18S_ASV_485","yellow",3.03158075860076
"18S_ASV_503","green",2.59132558645832
"18S_ASV_506","grey",1.35440936182064
"18S_ASV_508","brown",1.07716855483206
"18S_ASV_511","turquoise",2.47723425241496
"18S_ASV_513","green",3.14517886077141
"18S_ASV_514","grey",0.650657701646617
"18S_ASV_518","green",5.59107784607044
"18S_ASV_525","brown",3.91169346587048
"18S_ASV_529","red",3.1463805337572
"18S_ASV_530","green",4.64580562994784
"18S_ASV_535","green",2.11417190402723
"18S_ASV_536","grey",0.804232841464249
"18S_ASV_541","brown",1.37059267153442
"18S_ASV_542","green",3.70235187518661
"18S_ASV_547","green",2.69435756208055
"18S_ASV_553","red",1.83264054683556
"18S_ASV_557","grey",0.0632954810548014
"18S_ASV_566","grey",1.48040222485527
"18S_ASV_574","turquoise",4.04540144415554
"18S_ASV_576","turquoise",4.25070287562929
"18S_ASV_584","grey",0.508765842874977
"18S_ASV_591","green",1.17697495136787
"18S_ASV_593","grey",0.335607457654511
"18S_ASV_597","blue",3.61886495259435
"18S_ASV_599","blue",1.20279728415001
"18S_ASV_605","grey",0.30308089559642
"18S_ASV_607","green",0.74323703531267
"18S_ASV_630","green",3.15826801738006
"18S_ASV_635","greenyellow",0.214827832295185
"18S_ASV_652","greenyellow",0.230213295754946
"18S_ASV_661","magenta",0.458801834294156
"18S_ASV_668","grey",0.124553873036342
"18S_ASV_672","yellow",0.721760811821539
"18S_ASV_679","brown",0.633776801120334
"18S_ASV_693","blue",0.65268167594408
"18S_ASV_694","green",6.5041579559256
"18S_ASV_708","brown",0.463577871560527
"18S_ASV_716","yellow",5.51287578753015
"18S_ASV_721","black",2.63313061432423
"18S_ASV_734","blue",8.4564071357067
"18S_ASV_737","grey",2.05241187175956
"18S_ASV_738","black",2.8023182161553
"18S_ASV_748","black",2.16673803146292
"18S_ASV_750","green",1.2553034466848
"18S_ASV_759","grey",0.501464962476786
"18S_ASV_802","grey",0.481868675800546
"18S_ASV_806","turquoise",1.38434606267582
"18S_ASV_820","red",3.07102821735825
"18S_ASV_827","blue",3.9151200568196
"18S_ASV_839","pink",0.585933164575339
"18S_ASV_879","grey",0.134897986729029
"18S_ASV_904","brown",1.21218792040439
"18S_ASV_916","black",0.903844950742106
"18S_ASV_932","brown",0.798118100292706
"18S_ASV_983","brown",0.639066052769327
"18S_ASV_987","grey",0.846182783973519
"18S_ASV_1051","green",4.01324354711927
"18S_ASV_1071","turquoise",0.504488213144517
"18S_ASV_1079","green",4.96513183321503
"18S_ASV_1112","green",4.63585295025991
"18S_ASV_1133","brown",2.90938663897375
"18S_ASV_1153","grey",0.170805386749824
"18S_ASV_1185","grey",0.284350487844886
"18S_ASV_1333","grey",0.344629814945632
"18S_ASV_1506","blue",1.52808002048067
"18S_ASV_1651","grey",0.240093926868581
"18S_ASV_1911","brown",0.681298543354058
"18S_ASV_2019","turquoise",0.659391004630348
