"ASV","Module_Color","LM-6-1","LM-6-16","LM-6-19","LM-6-8","LM-7-14","LM-7-22","LM-7-28","LM-7-8","LM-8-12","LM-8-18","LM-8-26","LM-8-4","LM-9-1","LM-9-16","LM-9-9","LR-6-1","LR-6-16","LR-6-19","LR-6-8","LR-7-14","LR-7-22","LR-7-28","LR-7-8","LR-8-12","LR-8-18","LR-8-26","LR-8-4","LR-9-1","LR-9-16","LR-9-9","TTL-6-1","TTL-6-16","TTL-6-19","TTL-6-8","TTL-7-14","TTL-7-22","TTL-7-28","TTL-7-8","TTL-8-12","TTL-8-18","TTL-8-26","TTL-8-4","TTL-9-1","TTL-9-16","TTL-9-9"
"16S_ASV_1","magenta",0.0706400733300854,0,0,0.0973706214633125,0.216194018478961,0.169634258832919,0.144193445876246,0.0784497160655482,0.429105740496379,0.271757788129764,0.149850224625655,0.186003956203142,0.132783296611241,0.279303858505239,0,0,0,0,0.102367191600472,0.0718077569538916,0.127021249682582,0.103176431004552,0.183754732537352,0.261781602584603,0.177773619379177,0.248414801302822,0,0.166166915416723,0.240591420331079,0.229625515956256,0,0,0,0,0,0,0,0,0.0718077569538916,0.0805420756381644,0.0729567540219444,0.110192476616423,0.180558754257965,0.118203451253437,0.143035246832126
"16S_ASV_10","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260915368586817,0.324462562233721,0.43992351743382,0.270971812770838,0.324462562233721,0.271420070832048,0.0854046018947423,0.110256866942604,0,0.215495064965665,0.0922475132217629,0,0,0,0,0,0,0.0986167397879246,0,0,0,0.175027350160361,0,0.429011155285157,0.104598848163826,0.266447758434396
"16S_ASV_100","yellow",0,0,0,0,0,0.123573889265502,0.343856579542894,0,0.350765803941404,0.509079859810739,0.581491732746953,0.365983816005109,0,0,0.110527846656677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_1002","green",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414243446702654,0,0,0.339683110243379,0.224267380570973,0.376844575812797,0.36080121229411,0.217571317288168,0.297921795862109,0.210662522117372,0,0.188422287906398,0,0.417799249661547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_101","black",0,0,0.155179123661384,0,0,0,0,0.286136165887977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120201232323921,0.513393299050184,0,0.315950737697333,0.626683372235755,0.306811179432674,0.171273176170867,0,0,0,0,0,0,0
"16S_ASV_1012","grey",0,0,0,0,0,0,0,0,0.487950036474267,0,0,0,0,0,0,0,0,0,0,0,0.481812055829716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0.404586796856344,0,0.303746448146978,0,0.322748612183951,0.313391585264004
"16S_ASV_1014","brown",0.314800093867678,0.499248684774681,0,0,0,0,0,0.383597637045834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427999045773683,0.273998312175596,0,0,0,0.496232048789925,0
"16S_ASV_1018","brown",0.268866428968932,0,0.226284818927626,0,0,0,0,0.295549314988821,0,0,0,0,0,0,0,0,0.3338349639156,0,0.226284818927626,0,0,0,0,0,0,0,0,0,0,0,0.251501515001784,0,0,0.197880333803094,0.251501515001784,0,0,0,0.439057039958761,0.245440346836908,0,0.182023432888411,0.268866428968932,0,0.320015059886589
"16S_ASV_102","yellow",0,0,0,0,0,0.117067015501717,0.329777676093861,0,0.35557950110938,0.489952089900511,0.59544394571154,0.37612195851163,0,0,0.122600758828927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_1028","yellow",0,0,0.548554331040548,0,0.321470784124456,0,0,0.306960785788931,0.38592249249398,0.306960785788931,0.264402750722578,0,0.434108106379409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_103","turquoise",0.177599372449974,0,0,0.176344237482521,0,0.181312652891691,0.151989618294483,0,0.156312459750657,0.115444402376132,0,0,0.139810114293068,0.182533627312766,0.194321885317334,0.156312459750657,0.259856776326069,0.295832147108035,0.303979236588965,0.24398585651342,0.146026901850212,0.161896797616975,0.164617942768391,0.160518927473675,0.154884918800921,0.186148505510933,0,0,0,0.13659565899389,0,0,0,0.164617942768391,0,0.138212231938088,0,0,0.220052091890236,0.202165091256162,0,0.141389939741034,0.149038082605209,0.176344237482521,0.18733796493313
"16S_ASV_1031","greenyellow",0,0,0,0,0.381964208447538,0,0.233904352675635,0,0,0,0,0,0,0.505291152639911,0,0,0.286473156335654,0.264402750722578,0,0,0,0,0,0,0,0.412568498503517,0,0.316707990691396,0,0,0,0,0,0.348684021877203,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_1038","brown",0,0.270914184591439,0,0.391030943502888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438931145464429,0,0,0,0,0,0,0.518761168407095,0,0.349748708391334,0,0,0,0,0.435433630399835,0,0,0,0,0,0
"16S_ASV_104","magenta",0,0,0,0,0.211666878333651,0.199686133648098,0.158396987770497,0,0.485912657903775,0.269407953040162,0,0.20846769860582,0.132185923152089,0.299342170044625,0,0,0,0,0.117851130197758,0,0.149671085022312,0.0669349440752082,0,0.276790359705331,0.183308893776692,0.2394737360357,0,0.151160386231285,0.258372352238845,0.255758062199275,0,0,0,0,0,0,0,0,0,0,0,0,0.192837703596354,0,0.174544979362881
"16S_ASV_105","brown",0.202599257597531,0.324186640529897,0.414008208338849,0.435253025504816,0.249492041466405,0,0.137639091907458,0.181459029374271,0.181459029374271,0,0,0,0.120141249000173,0.201482999749587,0.227754031715274,0,0,0,0,0,0,0,0,0,0,0,0.120141249000173,0,0,0,0.246765270615899,0.122004015107292,0,0.286518617821149,0,0,0,0,0.145601578205745,0,0,0.178956026329081,0.116326264142557,0,0
"16S_ASV_1054","brown",0.299638585188467,0.377378935131672,0.401236478992506,0.0963738849304853,0,0,0,0.208191386110891,0,0,0,0,0,0,0,0,0,0,0.192747769860971,0,0,0,0,0,0,0,0,0,0,0,0.314755790145853,0,0,0.192747769860971,0.445131907259726,0,0,0,0.427390382086086,0,0,0,0,0,0
"16S_ASV_1059","brown",0.357387544127967,0.492940822214602,0,0,0,0,0,0,0,0,0,0,0.374415432224488,0.378552744918536,0.201242247968962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374415432224488,0,0,0,0.406336109972905,0
"16S_ASV_106","black",0,0,0,0,0.0794659667637864,0,0,0.271150840916167,0,0,0.169905383736488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116326264142557,0.528399597289662,0,0.284939990833481,0.621375371476737,0.309232466095502,0.188769010399814,0,0,0,0,0,0,0
"16S_ASV_107","grey",0.277538536656455,0,0.160707542957352,0.21811899247871,0,0.170289872537147,0.243632084627044,0,0,0.205277007360281,0,0,0,0.153497216781227,0,0,0.234148574738577,0,0.198544773757018,0.189196186801256,0.234148574738577,0,0.322119172379289,0.183111109155971,0,0,0,0,0,0,0,0.16625080272418,0.245484826784145,0.315007497699191,0.24914898198525,0,0,0,0,0,0,0.201938947378928,0.213924004816857,0.193926821618828,0
"16S_ASV_1070","grey",0.495260556543649,0,0,0,0.331757280374917,0,0.529031392108708,0.345683171916007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326983545447949,0,0,0,0.371974165600534,0
"16S_ASV_1072","greenyellow",0,0,0,0,0.400471420316814,0,0,0,0,0,0,0,0,0.50469493868284,0,0,0.331757280374917,0.301985046903748,0,0,0,0,0,0,0,0,0,0.46917564532222,0,0,0,0,0,0.404378551086252,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_108","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254115734912917,0.328292951397444,0.423287551280058,0.277223943865418,0.311956667272188,0.290050253600063,0.147743371030624,0.102270717615911,0,0.233602780824055,0,0,0,0,0,0,0,0,0,0,0,0.16791257822007,0,0.440657658904357,0.106624593794392,0.263774677501712
"16S_ASV_109","magenta",0,0,0,0,0.225990246310031,0.179932601254114,0.136732770151111,0.0827039616973562,0.450464623087082,0.29044676814418,0,0.184931680363827,0.146396135691389,0.308712224529738,0,0,0,0,0,0.118894436004822,0.133356131201899,0.0769931982475036,0,0.270952786803713,0.208133739318671,0.253565545049234,0,0.181195301666741,0.220888228901231,0.247191244124687,0,0,0,0,0,0,0,0,0,0.0880450906325624,0.0213540710879491,0.149478497615644,0.177380236469607,0,0.170832568703593
"16S_ASV_11","black",0,0.130509890045369,0.103027486847741,0,0.145702869197291,0,0,0.254313563918425,0,0,0,0,0,0,0,0,0.166275357301724,0,0.149878581649365,0,0,0,0,0,0,0,0,0,0,0,0,0.115455800915099,0.48655078994109,0.163279159508781,0.304658150221962,0.591430617456829,0.284114078631495,0.190492352760244,0,0,0,0,0,0,0
"16S_ASV_110","turquoise",0.174830470544059,0,0,0.100182315557013,0,0.196919710193707,0.128153648657514,0,0.15695552394341,0.0978789659263057,0,0,0.151030523332544,0.186202934581374,0.204867769353083,0.144863388956127,0.273527911278127,0.27185494199858,0.293636897778917,0.23975352307071,0.129921368695822,0.174830470544059,0.198074674409264,0.168180473102102,0.186202934581374,0.154021517124155,0,0,0,0.18863706318176,0,0,0,0,0,0,0,0.174830470544059,0.232017492418829,0.21676958064934,0,0.133386546558938,0.161256471606682,0.191040179975218,0.191040179975218
"16S_ASV_1102","brown",0.639602149066831,0,0.452267016866645,0,0,0,0,0.21320071635561,0,0,0,0,0,0,0.220683707376187,0,0,0,0.351250086657104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220683707376187,0,0,0,0.346597562209936,0,0,0,0,0,0
"16S_ASV_111","yellow",0,0,0,0,0.1862454224164,0.12457137832416,0.31687658691877,0,0.3516927832408,0.499200638977227,0.577613719018162,0.355564747079328,0,0,0.128182890791074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_1113","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412231294933895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268133222179948,0.347728389234671,0.450127069931333,0,0.328394788714593,0.261968415997792,0.323380833381777,0.391911688064837
"16S_ASV_112","magenta",0,0,0,0,0.210697870604678,0.15277748884701,0.122894161083329,0.176412248623872,0.42571786189976,0.263752189358315,0,0.188938986192454,0.133600038367196,0.281382660043219,0,0.169802685329414,0,0,0,0,0.124742297286307,0,0,0.283004475549024,0.210697870604678,0.242979220514493,0,0.173798589340508,0.242979220514493,0.22437301403671,0,0,0,0,0,0,0,0,0.173798589340508,0.10480449271555,0.148215934995964,0,0.158655679740622,0.165710452999832,0.138643312003813
"16S_ASV_113","turquoise",0.189941322065361,0,0,0,0,0,0.150546337766769,0,0.144270790718631,0.117796607349502,0,0,0.123546124072583,0.193559577128703,0.21506619680967,0.150546337766769,0.295667137891975,0.272039611851438,0.328988020274008,0.270334017534009,0.123546124072583,0.194750724230602,0.182489719401742,0.165195480313487,0.20289304428456,0.173391911162586,0,0,0,0.189941322065361,0,0,0,0,0,0,0,0,0.228618503147708,0.234609522658628,0,0.117796607349502,0.136019805925719,0.183752639103302,0.218268351073812
"16S_ASV_114","yellow",0,0,0,0,0,0.127234877897381,0.324742835707273,0,0.33456448556986,0.478975162498508,0.610954576799387,0.387119154257406,0,0,0.117796607349502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_1146","grey",0,0,0,0.441911976853078,0,0,0,0.333333333333333,0.622258296212583,0,0,0,0.317820863081864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362371537669739,0.272165526975909,0,0,0,0,0
"16S_ASV_1147","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502518907629606,0,0.422434821541949,0.323074456398373,0,0.239246854188424,0.380501175794694,0,0,0.422434821541949,0.29012942659283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_115","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235920806812792,0.342559394522337,0.421478095263137,0.266392097360598,0.33014867062042,0.256637309680123,0,0.107682623063487,0,0.226901366359171,0.136208941320799,0,0,0,0,0,0,0,0,0,0,0.164017284939157,0,0.440315285926355,0.127411797859406,0.29134070485941
"16S_ASV_116","magenta",0,0,0,0,0.224022038214877,0.179061992131279,0.155446353361004,0,0.471787709804608,0.270102555216667,0,0.199907041593863,0.152427690212423,0.283531893395594,0,0,0,0,0,0,0.147784128711052,0.141355624717962,0,0.280234898813497,0.179061992131279,0.274369842382362,0,0.181638556082573,0.252312722701759,0.2532318977776,0,0,0,0,0,0,0,0,0,0,0,0,0.194008776101652,0,0.168361886741219
"16S_ASV_117","black",0,0,0,0,0,0,0,0.254265929276216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152498570332605,0.523405663297688,0,0.332712600330382,0.630245430229828,0.303468323315324,0.195293458374112,0,0,0,0,0,0,0
"16S_ASV_1174","green",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288175263856844,0,0,0.263066820882328,0.288175263856844,0.394600231323492,0.36261258840994,0.275906809401378,0.316774400419677,0.275906809401378,0,0.203770683243397,0,0.428241758192972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_1176","grey",0,0,0.485912657903775,0,0.399652626942727,0,0.395284707521047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363241578628389,0.328083661417159,0,0,0,0,0,0,0,0,0,0,0,0.456435464587638
"16S_ASV_118","turquoise",0.162899701808082,0,0,0.129459555600631,0,0,0.158554926774507,0,0.168518575362141,0.10347770295726,0,0,0.127648843269659,0.183083459309206,0.189333831667191,0.161464434167191,0.296629106487618,0.304375295150496,0.302072296401472,0.246011006400158,0.133007049560445,0.175289066924438,0.18560886770057,0.158554926774507,0.179228638972495,0.181807600843295,0,0.0940501866898059,0,0.162899701808082,0,0,0,0,0,0.173956050872079,0,0,0.217912903517789,0.208077123647639,0,0.141487179539099,0.160016293397579,0.195384355962638,0.186858773187984
"16S_ASV_119","yellow",0,0,0,0,0,0.11211526391279,0.325084146104385,0,0.369331773655689,0.469755671665018,0.586946775858659,0.374961202213956,0,0.157079965165002,0.122055639539471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_1196","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221636655401456,0,0,0.523148363780597,0.418853908291695,0,0,0,0,0,0.423021711524424,0.458831467741124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335083126633356,0
"16S_ASV_12","magenta",0.109008058415777,0.133011670797189,0,0,0.210623579049821,0.145344077887703,0.129999695313571,0.098844659450447,0.455578919726634,0.269475132634774,0,0.183847332216822,0.139787457962972,0.284722334036759,0,0.0947527462147474,0,0,0.120512942963425,0.096136071156716,0.117180141811944,0.0904759588432078,0,0.27862880520609,0.183847332216822,0.242663679757523,0,0.159216460117765,0.245369044063276,0.223400041535863,0,0,0,0,0,0,0,0,0.134982321407974,0.0762190774588773,0.122684522031638,0.0689427495813084,0.164919101404058,0.104050524990152,0.146249657227768
"16S_ASV_120","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271466443323565,0.348236495382689,0.427593055247068,0.268876879109013,0.333177824421985,0.283238204691766,0,0.10798355319767,0,0.232603692171772,0,0,0,0,0,0,0,0,0,0,0,0.158702763568185,0,0.444703490013122,0,0.264504605946974
"16S_ASV_1200","yellow",0,0,0,0,0.436051424800358,0.32501354251308,0.459638559776922,0,0,0,0,0,0.356034497458156,0,0.42376581361494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43199504431169
"16S_ASV_121","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258802864583504,0.340133600972528,0.442475472004412,0.279678637931506,0.331768379462602,0.286299167156934,0,0,0,0.23707823390808,0,0,0,0,0,0,0,0,0,0,0,0.164821953472844,0,0.423545866114375,0,0.297530822208279
"16S_ASV_1212","brown",0.260030110492976,0.61707610401754,0,0,0,0,0,0.372545347021257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421824540609598,0.215089156388065,0,0,0,0.434294945450817,0
"16S_ASV_122","turquoise",0,0.183812280551284,0.171940644326119,0.122541520367523,0,0.159186104484965,0.171940644326119,0,0.163548175260866,0.151637395050374,0,0,0.151637395050374,0.142050413718303,0.202054208893973,0.110457433764605,0.216624850071962,0.193755156150643,0.207779256941602,0.273153542560285,0.118650316900588,0.150082098602652,0.208905440024646,0.148510514995703,0.164976570723985,0.145316367112982,0,0,0.322763757235093,0.153176900459404,0,0.299381499139839,0,0,0,0,0,0,0.159186104484965,0.156210400894832,0,0.140388948214787,0.175986860138313,0.185084353034369,0.126312907999769
"16S_ASV_123","magenta",0,0,0,0,0.242364604477963,0.18773481537066,0.151744244666721,0.173421993904824,0.471958007562384,0.281810740095339,0,0.167915123564867,0.143793921044401,0.279298261356909,0,0,0,0,0,0,0.122627867896993,0.108388746190515,0,0.301156917107684,0.20103117627519,0.247164369527466,0,0.162221421130763,0.234480709243892,0.24041786930197,0,0,0,0,0,0,0,0,0,0.122627867896993,0,0,0.165092819643207,0,0.153284834871241
"16S_ASV_1230","pink",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293821264124635,0.28763486045617,0.311644512479,0.344535971955358,0,0,0,0.379321620905441,0.546407495445603,0,0.415526016638666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_124","black",0,0.122656690994793,0.075111576618868,0,0.140520892744112,0,0,0.253791187967191,0,0,0,0,0,0,0,0,0,0,0.130097066940482,0,0,0,0,0,0,0,0,0,0,0,0,0.12643162316507,0.509892730959264,0,0.295714572863204,0.625428860855171,0.299662872791362,0.18398503649219,0,0,0,0,0,0,0
"16S_ASV_1241","red",0,0,0,0,0,0,0,0,0.31391104788682,0,0,0,0,0,0,0,0,0,0,0.523185079811367,0.295958174200194,0.439807522598587,0,0,0.336360946204203,0,0.483297674664142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_125","black",0,0,0,0,0,0,0,0.279890762754035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133914104029936,0.531233083454951,0,0.333018570908711,0.619031196680285,0.304132307712647,0.186874645368606,0,0,0,0,0,0,0
"16S_ASV_1258","yellow",0,0.242982695692315,0.522554045652032,0,0.264784253887974,0,0,0.338217598465011,0.338217598465011,0.364474043538472,0.420858374299137,0,0.242982695692315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_126","turquoise",0.147441956154897,0.180578779628654,0.198052903894441,0.134009000064543,0.152173913043478,0.121038355713696,0,0.139198352987671,0.117068800155098,0.112959835276231,0,0,0.108695652173913,0.132233968049961,0.159749331051077,0,0.153718865475336,0.164126835549364,0.22800192351525,0.263572948977873,0.15826325846262,0.12488179666387,0.183177168982095,0.202769109849757,0.210768689452884,0.153718865475336,0,0,0.327533025506943,0,0,0.110848250295495,0.15826325846262,0.147441956154897,0.147441956154897,0,0,0.162680755946693,0.189517345371334,0.156763098933217,0,0.159749331051077,0.14255301139787,0.200424879506367,0.183177168982095
"16S_ASV_127","yellow",0,0,0,0,0,0.125,0.309263543590155,0,0.359529364080827,0.488988597499828,0.608104979971934,0.368632813942481,0,0,0.12115292114939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_128","brown",0.220993918459777,0.405041720860633,0.445726773446574,0.256725560232,0,0,0,0,0,0,0,0,0,0,0.483487410244919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141119281083766,0.170069575476062,0,0.137718316704091,0,0,0,0,0,0.470061485239078,0,0,0,0,0
"16S_ASV_129","yellow",0,0,0,0,0,0.102207356778644,0.337579789027889,0,0.363976142732779,0.489199590470229,0.584705346204686,0.378681673792747,0,0,0.136082763487954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_1297","brown",0.221906341149649,0.577350269189626,0.476731294622796,0,0,0.464660188642293,0,0,0,0,0,0,0.313822957230424,0,0.27524094128159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_13","yellow",0,0,0,0,0,0.122977131616021,0.338554666787833,0,0.342450706044791,0.512253668256344,0.583672784024881,0.350491448926734,0,0.0830564960347069,0.142001760085355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_130","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234291701585824,0.328444660465149,0.409318660837477,0.270242532279771,0.334920643897671,0.278077271587857,0.111402429027905,0.113524570742598,0,0.240325952085544,0.117654078128379,0,0,0,0,0,0,0,0,0,0,0.181481571679299,0,0.439678771871428,0.100119260626758,0.272003088568734
"16S_ASV_1306","yellow",0,0,0,0,0.4497666910031,0,0,0.441198921745757,0.375794324126644,0.365496629614477,0.445503403401981,0,0,0,0.36023741111441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_131","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220836389138532,0.367696051497453,0.422679137535295,0.253417014989599,0.319946881153762,0.273574616841919,0,0.177160390492457,0,0.201395421710736,0.21417646843906,0,0,0,0,0,0,0,0,0,0,0.178517961230496,0,0.411096683103285,0,0.277952088663617
"16S_ASV_132","turquoise",0.185201287544694,0,0,0.079247670228941,0,0,0.15385544379235,0,0.165940446799621,0.0932504808240314,0,0,0.124333974432042,0.191611523258416,0.224146260048478,0.177203177690398,0.279751442472094,0.279751442472094,0.316227766016838,0.261914172614666,0.124333974432042,0.195356728084111,0.210818510677892,0.173065567982935,0.18124635595204,0.197814142018736,0,0,0,0.174455675197729,0,0,0,0,0,0,0,0,0.211961166801573,0.210818510677892,0,0.152277397525376,0.167389735860648,0.18124635595204,0.191611523258416
"16S_ASV_1323","green",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284199280029403,0.339683110243379,0,0.438529009653515,0.420622249676687,0.558156305651438,0,0,0,0.350823207722812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16S_ASV_133","magenta",0.173191114294682,0,0,0.174582229929787,0.217742296738751,0.16606082436119,0.145900271457655,0,0.454510268242726,0.278220901191302,0,0.163121462457495,0.135588095316952,0.287625784940353,0,0,0,0,0,0.139110450595651,0.114290897663919,0.0983659429501009,0,0.293453817012007,0.212114929003007,0.223227848782767,0,0.158610317143629,0.248848339130001,0.240946368295467,0,0,0,0,0,0,0,0,0,0.0933181271737504,0,0,0.175962348085833,0,0.153967054575104
"16S_ASV_134","pink",0,0,0,0,0,0,0,0,0,0,0.168698766438409,0.155058632742041,0.327808316617459,0.146934658660248,0.36195413369232,0,0,0,0,0.376570965230671,0.291353984457185,0.248646976535283,0.25449829419234,0.12724914709617,0.101509703099537,0.121327301269607,0.168698766438409,0.146934658660248,0.215903514960562,0.310117265484082,0,0,0,0,0,0,0,0,0,0,0,0,0.150236973426965,0.1968844676992,0.1968844676992
"16S_ASV_135","magenta",0,0,0,0,0.237151322738595,0.170607897709133,0.152272702170627,0.123667041879246,0.473261365087266,0.280952639766582,0,0.184500552499764,0.123667041879246,0.28444286849314,0,0,0,0,0,0,0.147332807251976,0.0800838238696468,0,0.312540081297368,0.207172807757913,0.262807129979067,0,0.174891607844192,0.243312123298158,0.224322693774569,0,0,0,0,0,0,0,0,0,0.0666337692224396,0,0,0.187155373139849,0,0.160167647739294
"16S_ASV_1357","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365866461590203,0,0,0.532413905649668,0,0,0.381666466091249,0,0,0.57163944365597,0,0,0,0,0,0,0,0,0.319940939431654,0,0,0,0,0,0.0887356509416114
"16S_ASV_136","yellow",0.19871253923137,0.347746943654898,0.133300423710881,0,0.274805863449776,0.150681243416269,0.429651250938905,0.221053744922194,0.34129999425864,0.209592280363934,0.241335540359214,0.290521538043442,0.2810219679946,0,0.161740288817145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193681025362295,0.21076647599595,0,0,0,0,0,0,0,0,0
"16S_ASV_1363","greenyellow",0,0,0,0,0,0,0.382420003776656,0,0,0,0,0,0,0.294883912309794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453358133089001,0.366588804764488,0,0.426401432711221,0,0,0.495034633674806,0,0,0,0,0,0,0,0
"16S_ASV_1368","grey",0.604217978116644,0,0,0,0,0,0,0,0,0,0,0,0.403358913002319,0,0.427246629641104,0,0.218217890235992,0,0.398409536444798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0
"16S_ASV_137","magenta",0,0,0,0,0.207634274799123,0.17386186604263,0.15422686750388,0,0.484650416040353,0.278036439419716,0,0.197857703821074,0.127878163025557,0.265267223197054,0,0,0,0,0,0,0.129801250831963,0.139018219709858,0,0.300313678097961,0.188888565006168,0.278036439419716,0,0.186246636781948,0.23767956541874,0.255756326051114,0,0,0,0,0,0,0,0,0,0,0,0,0.160524413143498,0.131696259841703,0.160524413143498
"16S_ASV_1370","grey",0.281718084909506,0.208927723509336,0.218217890235992,0,0.295468420142639,0.235702260395516,0.188982236504614,0.17817416127495,0.140859042454753,0,0,0,0,0,0,0,0.140859042454753,0,0.235702260395516,0.218217890235992,0.17817416127495,0.295468420142639,0.227128381289749,0,0.0890870806374748,0,0,0.199204768222399,0,0,0.154303349962092,0,0.208927723509336,0.109108945117996,0,0.188982236504614,0,0.227128381289749,0,0,0.140859042454753,0,0.17817416127495,0.154303349962092,0.125988157669742
"16S_ASV_1375","magenta",0.244460541141712,0,0,0.418687000969551,0,0,0,0,0.409060725676319,0.441836082168462,0,0,0.244460541141712,0,0.260248119427093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362593579073951,0,0,0.378716641858682,0,0
"16S_ASV_138","yellow",0,0,0,0,0,0.134264815051603,0.338632556042708,0,0.335662037629008,0.464568332544745,0.616092001271763,0.377111813630878,0,0,0.130481946289367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
