,18S-LM-6-1,18S-LM-6-16,18S-LM-6-19,18S-LM-6-8,18S-LM-7-14,18S-LM-7-22,18S-LM-7-28,18S-LM-7-8,18S-LM-8-12,18S-LM-8-18,18S-LM-8-26,18S-LM-8-4,18S-LM-9-1,18S-LM-9-16,18S-LM-9-9,18S-LR-6-1,18S-LR-6-16,18S-LR-6-19,18S-LR-6-8,18S-LR-7-14,18S-LR-7-22,18S-LR-7-28,18S-LR-7-8,18S-LR-8-12,18S-LR-8-18,18S-LR-8-26,18S-LR-8-4,18S-LR-9-1,18S-LR-9-16,18S-LR-9-9,18S-TTL-6-1,18S-TTL-6-16,18S-TTL-6-19,18S-TTL-6-8,18S-TTL-7-14,18S-TTL-7-22,18S-TTL-7-28,18S-TTL-7-8,18S-TTL-8-12,18S-TTL-8-18,18S-TTL-8-26,18S-TTL-8-4,18S-TTL-9-1,18S-TTL-9-16,18S-TTL-9-9
ASV_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,4356,4131,3565,3084,6584,125,3288,349,2489,3905,0,766,522,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,9,15,43,707,7250,17,25606,13,0,0,4,0,0,0
ASV_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,4854,7119,35,1490,3166,357,12440,362,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_16,0,66,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353,0,0,371,11781,5068,2727,0,1809,1186,0,0,280,0,0,0,144,0,0,0,0,0,0,83,0,0
ASV_17,0,0,73,0,269,128,2153,27,87,98,241,635,22462,607,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_18,33,38,227,0,1250,139,144,195,0,0,0,0,0,0,0,1566,246,217,387,422,2777,70,1811,106,950,2087,536,3288,8348,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,911,25,8051,13717,356,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22989,842,0,342,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_21,0,0,0,23469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_22,92,265,221,0,60,0,0,182,0,0,0,0,0,0,0,2839,1471,0,5250,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12439,0,0,56,0,0,0,0,0,0,0,0
ASV_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042,0,0,2130,2050,11105,1306,252,341,72,78,759,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_24,0,0,0,0,122,0,0,0,0,0,0,0,92,2830,2273,933,1046,8875,336,445,223,0,420,48,58,0,0,0,1421,113,132,0,0,0,2130,0,0,0,0,0,0,0,0,0,0
ASV_25,435,465,177,0,0,0,0,0,0,0,0,0,0,0,0,3594,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,11645,0,0,3841,0,0,0,0,0,0,0,0,0,0,0
ASV_26,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,79,999,229,1035,145,2312,369,77,562,0,54,78,263,0,587,80,0,0,0,117,6453,695,793,3678,61,0,0,996,0,0,0
ASV_27,39,157,242,578,213,2985,5345,24,79,212,98,32,1468,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,636,489,4237,1972,1160,0,0,0,0,0,0,0
ASV_28,0,0,0,0,234,0,0,0,0,38,0,0,0,7431,568,209,0,0,154,1907,0,0,2437,0,160,382,423,0,605,1829,0,0,0,0,1275,153,129,573,0,0,0,464,173,67,71
ASV_29,0,0,0,0,226,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,48,68,8119,277,312,1332,3484,371,40,9,1120,243,19,0
ASV_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,49,474,129,3840,1752,4,4035,126,238,4012,239,434,1260,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,189,183,231,75,708,109,583,632,5088,6395,366,657,390,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_32,2124,0,1202,0,1196,0,0,722,428,442,446,113,35,450,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,934,0,2333,0,634,560,0,507,444,348,543,345,618,159,160
ASV_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,139,13890,0,0,0,472,117,0,335,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,987,591,1004,3029,357,0,175,709,7143,296,317,111,154,120,0,0,0,0,0,33,0,27,0,0,0,0,188,33,25
ASV_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,1750,140,0,578,11349,697,335,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
ASV_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,2649,2989,0,703,1386,186,7105,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,50,101,1760,5119,2618,988,704,1449,419,1835,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,15114,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_40,0,0,0,0,14045,72,0,12,0,0,0,0,0,82,0,0,0,0,82,0,0,0,0,0,0,63,0,334,180,0,0,0,0,0,22,43,0,0,0,35,0,96,60,0,0
ASV_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,24,67,0,14568,0,0,0,0,0,0,0,0,0,0,0
ASV_42,153,56,147,1951,225,1008,3357,0,0,61,62,0,2894,2443,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,218,480,341,414,129,43,39,0,430,121,15,6
ASV_43,83,454,146,17,0,0,0,0,0,0,0,0,0,0,0,9700,243,101,2904,0,0,0,0,0,0,0,0,0,0,0,289,0,0,514,0,0,0,0,0,0,0,0,0,0,0
ASV_44,552,648,1207,47,67,92,0,169,0,43,60,0,88,24,0,2716,570,414,1143,189,509,189,427,0,1679,845,52,0,0,0,353,75,20,1228,0,0,501,0,0,0,0,31,0,0,0
ASV_45,0,0,0,0,266,165,44,0,0,0,0,0,0,0,0,0,0,0,0,4360,1891,391,5449,113,218,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,103,0,2111,0,0,0,0,0,0,8212,0,274,1610,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,18,0,141,0,178,135,1371,3216,935,4012,1979,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_48,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,230,232,582,301,593,87,85,123,36,261,668,624,0,0,0,0,0,0,0,0,0,0,0,1008,0,1107,0,0,6309,0
ASV_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2062,6673,829,1174,401,837,160,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_50,0,0,0,0,382,12,340,0,0,0,0,0,0,0,0,0,0,17,0,3780,224,851,95,363,354,1025,0,603,230,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,2862,900,156,1828,1596,534,727,395,437,342,0,0,0,0,0,0,374,70,0,0,0,209,38,0,0
ASV_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051,2484,92,29,95,5809,13,0,599,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_53,39,322,2211,0,0,0,0,68,0,64,4336,30,66,0,85,3,559,292,112,0,142,1316,539,0,529,22,334,0,0,0,33,0,0,167,0,0,61,0,0,0,0,0,0,0,0
ASV_54,0,0,0,0,1199,69,741,28,15,147,247,0,152,8203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_55,24,1324,428,0,0,0,0,0,0,0,333,0,21,0,0,58,4928,616,215,207,70,89,169,1621,79,77,212,0,0,0,0,32,0,109,0,70,117,0,0,0,78,0,0,0,0
ASV_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829,4084,293,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1408,2460,0,461,871,136,4072,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,19,51,0,874,544,0,90,120,0,2580,2527,2600,0
ASV_59,11,304,20,0,17,0,0,0,0,0,0,0,0,0,0,8311,27,32,138,0,0,0,0,0,72,0,0,0,0,0,258,0,0,36,0,0,0,0,0,0,0,0,0,0,0
ASV_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,56,0,12,9077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4718,105,482,3473,0,0,0,0,0,0,0,0,0,0,0,22,0,0,281,0,0,0,0,0,0,0,0,0,0,0
ASV_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,1302,24,1533,19,0,0,0,18,349,3748,0,262,247,642,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0
ASV_63,6155,409,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,254,113,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,102,248,415,3507,160,0,87,54,213,354,0,611,2235,94,28,0,0,195,0,0,0,0,0,0,0,9,0,9,0
ASV_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7989,0,0,509,0,0,0,0,0,0,0,0,0,0,0
ASV_66,242,0,181,0,198,0,0,0,520,724,0,675,0,572,311,0,0,0,0,0,0,0,0,0,0,0,0,632,255,456,349,0,288,0,174,136,0,162,325,321,310,347,516,449,330
ASV_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918,1179,1582,1185,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_68,0,0,0,65,2692,326,380,113,0,0,0,110,67,0,0,4092,0,0,102,0,0,0,0,0,0,28,0,0,83,0,0,0,0,0,62,16,164,0,0,0,0,0,0,0,0
ASV_69,0,0,17,74,36,0,0,0,0,0,0,0,0,22,0,176,259,161,260,1346,0,248,3053,278,250,651,188,444,111,67,0,0,0,345,0,23,217,0,0,0,0,26,24,0,0
ASV_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,79,305,2674,2183,195,659,497,344,169,774,0,98,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2489,1760,0,449,971,137,2036,138,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,2665,82,831,167,66,158,0,236,2414,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0
ASV_73,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,102,0,78,0,146,2493,61,1451,201,613,340,499,94,1766,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,888,3309,3488,179,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_75,0,0,0,0,542,0,40,0,0,0,78,68,0,0,0,0,47,0,0,4860,0,0,0,442,155,0,0,1264,40,0,0,0,0,127,0,0,117,0,0,44,30,26,41,0,26
ASV_76,59,0,23,54,0,0,0,0,0,0,0,0,0,0,0,1069,559,755,431,96,0,0,0,193,175,210,223,0,0,0,620,0,13,2961,59,0,0,95,59,0,0,14,57,21,0
ASV_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,346,381,608,173,410,97,1689,145,2176,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,70,0,99,0,0,179,179,7052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_79,0,0,0,0,0,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,572,670,0,4286,785,453,399,165,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_80,0,0,0,0,0,0,26,0,0,0,0,13,0,0,0,0,30,0,51,762,202,301,4187,0,0,0,0,0,1068,378,22,0,0,336,0,0,71,0,0,0,0,8,0,0,0
ASV_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,2800,1763,46,378,156,131,133,1905,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
ASV_82,0,0,0,0,0,0,0,0,252,85,1001,0,0,0,0,0,0,0,0,0,0,9,0,326,1209,955,1137,543,1819,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,238,200,1292,0,0,0,0,746,392,1143,441,74,1520,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_84,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,1716,2375,0,40,0,151,851,0,1185,0,70,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_85,0,0,0,0,28,70,32,0,171,135,41,70,0,0,0,0,0,0,0,56,3818,37,173,195,224,195,441,882,270,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_86,0,0,0,2583,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,412,190,77,157,0,0,82,0,0,0,321,629,391,0,2055,0,0,0,0,0,0,0,0,0,0,0
ASV_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,14,13,185,1391,604,66,94,622,1052,260,0,364,1559,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_88,0,177,471,0,0,207,536,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,1020,0,0,0,0,0,394,0,0,0,0,0,1921,1719,140,0,0,0,0,0,0,0
ASV_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,185,1218,1296,257,111,3162,256,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
ASV_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,1491,0,417,747,0,2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_91,107,61,45,245,95,0,0,0,0,0,0,13,0,0,0,651,236,531,461,2546,584,20,209,201,114,57,104,0,0,0,24,0,0,121,0,0,0,0,35,0,0,0,34,0,0
ASV_92,0,0,0,0,50,0,0,70,0,0,214,0,0,0,0,89,1087,3099,460,0,90,0,0,746,0,0,0,153,0,0,24,0,0,301,0,0,0,0,0,0,0,0,0,0,0
ASV_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28,53,3882,943,150,857,175,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867,0,0,173,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,47,0,0,0,0,0,0,0,0,0,0,0
ASV_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,286,1139,614,0,212,3386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,211,0,5478,0,0,0,0,0,0,0,0,0,0,0
ASV_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,374,997,440,0,2918,231,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42,0,186,1549,14,266,0,95,216,0,1493,1250,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,613,0,265,255,3497,344,97,120,327,87,0,0,0,0,0,0,0,0,72,0,0,31,32,0,0,25,0,0,0
ASV_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,2244,0,173,0,0,0,0,0,24,0,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_101,0,0,0,0,0,0,0,0,209,559,0,441,0,449,239,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,368,521,419,444,664,595,437
ASV_102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,440,56,0,71,56,94,357,0,3007,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ASV_103,0,0,0,0,44,0,0,235,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,5148,0,0,0,0,0,0,0,0,0,0,0
ASV_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128,0,63,113,60,1108,77,308,0,1200,270,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0
ASV_105,93,447,3569,826,91,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_106,21,105,205,254,124,0,0,195,0,0,0,0,0,0,0,0,0,0,46,473,0,0,913,0,102,0,0,0,0,0,0,0,0,0,13,0,2905,0,0,0,0,0,0,0,0
ASV_107,1,0,0,0,51,0,0,0,0,0,0,0,0,0,0,170,15,3,812,129,0,0,3997,0,0,0,0,0,0,0,88,31,0,51,0,0,0,0,0,0,0,0,0,0,0
ASV_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,260,51,115,210,0,0,4081,64,0,0
ASV_109,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5165,31,0,0,0,47,0,24,0
ASV_110,0,2659,1159,1207,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
ASV_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,375,321,365,3845,0,0,0,79,0,0,0
ASV_112,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,4234,301,0,0,0,0,0,282,0,0,0
ASV_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,555,0,0,0,0,0,0,0,0,0,0,0,557,0,0,92,39,2460,0,0,0,0,0,0,8,0,0,0,0
ASV_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,30,20,224,297,637,683,2375,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_115,0,0,0,0,130,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,1601,90,2240,0,0,0,0,0,0,0,0,0,0,0
ASV_116,0,60,391,75,0,0,227,0,0,9,0,0,15,12,0,0,0,37,0,67,1351,222,257,14,319,156,0,0,0,0,14,110,0,243,0,35,936,0,48,0,11,399,0,0,0
ASV_117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,4510,0,0,0,0,15,0,0,0
ASV_118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4484,0,33,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,159,0,0,0,0,0,0,0,0,0,0,0
ASV_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,283,61,919,0,87,239,0,71,394,523,272,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,486,0,219,3607,0,0,96,0,0,174,0,0
ASV_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,1326,35,0,31,2404,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
ASV_122,0,0,0,0,4470,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
ASV_123,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,139,42,56,94,37,150,63,397,220,1009,1182,0,57,784,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,21,817,0,0,0,0,41,0,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,0,2921,0,54,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,724,0,0,107,0,0,0,0,327,0,0,31,0,3072,0,0,0,0,0,0,0,0,0,0,0
ASV_127,0,89,51,117,0,0,79,0,91,22,73,0,12,0,0,0,25,104,0,30,0,138,769,144,792,176,955,0,0,181,0,42,0,106,0,0,0,37,0,100,0,189,0,0,0
ASV_128,0,0,0,0,335,3523,338,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
ASV_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,52,61,0,707,1096,159,922,0,722,193,189,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_130,0,954,3096,68,57,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,805,0,355,0,0,25,0,97,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
