,16S-LM-6-1,16S-LM-6-16,16S-LM-6-19,16S-LM-6-8,16S-LM-7-14,16S-LM-7-22,16S-LM-7-28,16S-LM-7-8,16S-LM-8-12,16S-LM-8-18,16S-LM-8-26,16S-LM-8-4,16S-LM-9-1,16S-LM-9-16,16S-LM-9-9,16S-LR-6-1,16S-LR-6-16,16S-LR-6-19,16S-LR-6-8,16S-LR-7-14,16S-LR-7-22,16S-LR-7-28,16S-LR-7-8,16S-LR-8-12,16S-LR-8-18,16S-LR-8-26,16S-LR-8-4,16S-LR-9-1,16S-LR-9-16,16S-LR-9-9,16S-TTL-6-1,16S-TTL-6-16,16S-TTL-6-19,16S-TTL-6-8,16S-TTL-7-14,16S-TTL-7-22,16S-TTL-7-28,16S-TTL-7-8,16S-TTL-8-12,16S-TTL-8-18,16S-TTL-8-26,16S-TTL-8-4,16S-TTL-9-1,16S-TTL-9-16,16S-TTL-9-9
ASV_743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_744,0,0,0,0,67,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,110,0,0,0,35,38
ASV_745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,63,0,0,260,9,0,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_746,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,119,97,0,0,0,0,0,51,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_748,0,22,28,0,0,66,20,79,0,14,0,13,59,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,63,0,0,0,0,0,0,0,0,0,0,0
ASV_749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,242,52,108,0,5
ASV_750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,75,68,0,0,29,0,0,0,0,0,0,0,0,0
ASV_751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,66,0,102,0,101,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,152,39,75,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_754,7,19,0,79,0,0,0,0,0,0,0,0,0,13,0,0,0,30,0,0,0,7,15,33,94,96,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_757,0,45,0,0,43,88,93,81,0,22,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,14,0,25,0,62,108,0,0,19,45,0,0,0,0,0,0,0,0,12,49,7,0,20,0,0
ASV_759,61,12,9,15,22,164,37,33,0,0,0,0,0,0,0,0,32,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_760,0,0,0,0,0,0,0,0,0,0,0,0,14,44,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_762,34,24,38,122,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,12,0,0,0
ASV_763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,85,0,0,20,0,170,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_764,0,104,214,35,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,39,0,38,201,46
ASV_766,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_767,77,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_768,0,0,0,0,0,0,0,0,21,27,0,0,145,116,35,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
ASV_769,68,0,0,0,0,0,0,0,0,0,0,0,89,0,159,0,32,0,5,0,39,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_770,5,29,187,15,25,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_771,0,0,0,8,0,33,0,0,0,0,0,0,0,0,0,0,39,103,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,126,10,48,0
ASV_772,0,0,0,0,0,133,0,0,0,50,0,0,66,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,30,0,0
ASV_773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,233,117,0,0,0,0,0,0,0,0,0,0,0
ASV_774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_776,0,258,115,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_777,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,268,0,17,0,86,0,0,0
ASV_778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_779,0,0,0,0,0,0,0,0,83,188,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,11,0,19,24,0
ASV_780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_781,221,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,24,0,0,0,0,0,0,0,0,0,0,0,0
ASV_782,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,25,17,16,316,0,0,0,0,0,0,0,0,0,0,0
ASV_783,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,211,74,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,23,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_786,0,0,0,0,0,107,0,174,0,23,28,0,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_787,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,16,19,117,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0
ASV_788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,92,79,47,19,0,116,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_789,71,122,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0
ASV_790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,44,49,55,26,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_791,0,0,43,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,30,134,0,0,0,127,0,0,0,0,0,0,0
ASV_793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,355,0,0,0,0,0,0,0,0,0,0,0
ASV_794,0,19,0,0,0,0,39,0,40,74,0,0,24,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_795,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,0,0,0,61,0,40,58,104,0
ASV_796,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,41,0,48,0,0,0,221,0
ASV_797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,75,0,37,67,19,0,0,133,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_798,0,24,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,47,19,0,0,0,0,0,7,0,0,90,42,60
ASV_799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,101,100,94,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_800,148,25,0,0,0,0,0,119,0,0,0,0,43,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_801,0,41,48,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_802,0,9,8,132,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,26,0,0,8,38,97,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_803,0,0,18,0,140,0,160,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_805,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,282,0,0,0,0,0,0,0,0,0,0,0
ASV_806,11,0,0,0,0,0,78,0,70,0,0,26,48,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_807,0,0,0,0,0,0,20,0,41,0,0,0,0,0,0,0,0,107,45,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_808,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,89,0,77,0,23,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_811,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_812,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,25,0,0,66,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,107,0,10
ASV_814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0
ASV_815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,103,39,0,24
ASV_816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,96,27,21,0,56,0,87,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
ASV_817,31,0,0,0,0,0,0,12,0,0,0,0,0,0,0,123,99,26,37,0,0,0,0,0,0,0,0,0,0,0,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0
ASV_818,0,0,0,0,0,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,35,0,167,39,0,0
ASV_819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,106,30,19,47,3,0,0,18,71,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,26,0,12
ASV_820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,39,130,57,0,0,0,0,23,15,33,0,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_821,44,120,0,10,0,23,0,0,0,0,0,0,0,0,0,0,15,0,37,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0,47,0,0,0,20,0,0,30
ASV_822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,194,48,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_823,173,0,6,0,0,0,0,0,0,0,0,0,43,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_824,18,0,18,0,0,61,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,82,104,0,0,0,0,0,0,0,0,0,0,0
ASV_825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_826,218,0,0,0,0,0,0,0,0,0,0,0,23,22,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_827,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,350,5
ASV_828,0,0,0,0,0,0,0,0,60,43,0,0,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,32,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
ASV_829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,116,0,9,195,7,0,0,10,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,94,0,0,23,197,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,55,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0
ASV_833,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,45,39,40,0,16,27,0,37,76,28,0,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0
ASV_835,23,0,10,0,249,43,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
ASV_836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,81,11,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,127,31,0,0,0,0,29,0,0,0,0,0,0
ASV_838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,0,49,213,41
ASV_839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,13,0,0,0,0,0,0,0,0,16,0
ASV_840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,242,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_842,269,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
ASV_843,169,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,71,0,0,0,0,0,0,0,0,0,0,0
ASV_844,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,62,0,13,53,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
ASV_845,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_846,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,97,65,34,0,0,34,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,16,161,2,0,0,54,15,12,0,17,0,0,0
ASV_848,0,15,0,0,18,15,0,99,0,0,0,0,0,0,0,0,0,0,0,0,21,0,57,0,34,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,0,41,9,9,0,0,102,0,0,0,0,0,0,0,4,0,0,0,59,0,55,26,0,0
ASV_850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0
ASV_851,104,9,10,0,18,24,0,38,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,95,9,0,0,0,0,0,0,0,0,0,0,0
ASV_852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,131,0,0,0
ASV_853,0,234,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_854,0,0,18,0,209,20,0,52,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0
ASV_855,0,0,0,0,44,58,0,132,3,2,9,0,16,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0
ASV_856,38,69,31,0,37,29,42,0,0,0,13,23,50,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,27,39,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,42,0,20,0,0,0,0,0,0,0,0,0,0,0,42,100,39,20,0,0,0,0,0,0,0,0,0,0,0
ASV_859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,112,0,77,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,99,0,0,125
ASV_863,0,12,53,142,87,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,34,0,0,0,0,35,129,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,174,0,0,0,0,0,0
ASV_866,0,0,0,101,0,0,38,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,44,0,0,0,0,0,28,0,0,0,24,0
ASV_867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_868,0,0,0,0,0,0,0,0,20,21,0,0,37,7,0,0,0,0,0,0,0,0,0,23,78,82,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,39,0,0,0
ASV_869,0,0,0,0,0,0,0,0,48,205,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,8,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,76,0,54,0,37,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,81,117,39,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0
ASV_875,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,186,0,0,0,0,0,0,0,0,6,0,24
ASV_876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0
ASV_877,0,0,0,0,0,0,0,0,23,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,5,0,102,20,0,8,0,14,0,0,0
ASV_878,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,157,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_879,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_880,0,0,0,0,0,0,0,0,65,0,0,15,0,0,0,75,0,12,0,0,0,0,13,0,25,43,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,55,0,0
ASV_881,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_882,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
