,18S-LM-6-1,18S-LM-6-16,18S-LM-6-19,18S-LM-6-8,18S-LM-7-14,18S-LM-7-22,18S-LM-7-28,18S-LM-7-8,18S-LM-8-12,18S-LM-8-18,18S-LM-8-26,18S-LM-8-4,18S-LM-9-1,18S-LM-9-16,18S-LM-9-9,18S-LR-6-1,18S-LR-6-16,18S-LR-6-19,18S-LR-6-8,18S-LR-7-14,18S-LR-7-22,18S-LR-7-28,18S-LR-7-8,18S-LR-8-12,18S-LR-8-18,18S-LR-8-26,18S-LR-8-4,18S-LR-9-1,18S-LR-9-16,18S-LR-9-9,18S-TTL-6-1,18S-TTL-6-16,18S-TTL-6-19,18S-TTL-6-8,18S-TTL-7-14,18S-TTL-7-22,18S-TTL-7-28,18S-TTL-7-8,18S-TTL-8-12,18S-TTL-8-18,18S-TTL-8-26,18S-TTL-8-4,18S-TTL-9-1,18S-TTL-9-16,18S-TTL-9-9
ASV_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,98,0,2059,0,0,0,0,0,0,8098,0,266,1607,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_26,0,0,0,0,244,146,40,0,0,0,0,0,0,0,0,0,0,0,0,4284,1832,371,5418,109,201,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_27,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,258,616,329,597,88,109,133,48,305,693,631,0,0,0,0,0,0,0,0,0,0,0,1005,0,1098,0,23,6355,0
ASV_28,0,0,0,0,390,12,340,0,0,0,0,0,0,0,0,0,7,17,0,3795,214,850,100,369,367,1043,0,620,222,3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_29,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2112,2488,95,30,98,5800,14,0,606,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,137,49,187,132,1311,2673,902,3340,1636,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_31,26,1276,419,0,0,0,0,0,0,0,337,0,19,0,0,58,4930,617,207,203,69,86,109,1619,78,93,214,0,0,0,0,33,0,103,0,70,94,21,0,0,77,0,0,0,0
ASV_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,3975,272,3926,291,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,17,68,0,9490,0,0,0,0,0,0,0,0,0,0,0
ASV_34,384,0,258,0,281,0,0,0,541,811,0,946,0,613,354,0,0,0,0,0,0,0,0,0,0,0,0,680,356,504,478,0,307,0,218,195,0,263,363,0,356,382,621,532,377
ASV_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1382,2425,0,454,859,128,4049,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_36,10,303,20,0,16,0,0,0,0,0,0,0,0,0,0,8311,24,35,148,0,0,0,0,0,72,0,0,0,0,0,263,0,0,36,0,0,0,0,0,0,0,0,0,0,0
ASV_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,57,0,11,9055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_38,6214,409,38,0,0,0,0,0,0,0,0,0,0,0,0,1179,245,105,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,369,963,442,360,3040,230,0,2297,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_40,0,257,331,0,0,0,0,7291,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3974,1186,1586,1191,35,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,19,49,0,739,456,0,89,112,0,2263,2242,2289,0
ASV_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,2652,85,821,162,64,151,0,229,2384,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0
ASV_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2459,1756,0,455,964,138,2012,140,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,74,292,2634,2163,184,633,479,319,163,781,0,100,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,882,3329,3505,173,48,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_47,0,0,0,80,34,0,0,0,0,0,0,0,0,21,0,173,258,154,258,1384,0,251,2565,280,243,662,187,452,109,71,0,0,0,339,0,22,213,0,5,0,0,28,23,0,0
ASV_48,0,0,0,0,454,0,38,0,0,0,0,68,0,0,0,0,49,0,0,4846,0,0,0,455,163,0,0,1271,41,0,0,0,0,134,0,0,114,0,0,46,29,25,43,0,25
ASV_49,64,0,27,48,13,0,0,0,0,0,0,0,0,0,0,1084,552,748,433,101,0,0,0,198,168,206,223,0,0,0,650,0,16,2968,58,0,0,91,58,0,0,13,55,21,0
ASV_50,0,0,0,0,0,0,0,1017,0,0,877,0,0,0,0,0,0,0,0,0,0,5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,65,0,101,0,0,179,172,6883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_52,0,0,0,0,0,0,0,0,261,82,1007,0,0,0,0,0,0,0,0,0,0,10,0,324,1206,967,1148,553,1842,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,300,346,542,163,413,97,1593,142,2240,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_54,0,0,0,0,0,30,0,12,0,10,0,0,0,0,0,0,0,0,0,0,551,664,0,4139,748,426,395,166,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,245,198,1295,0,0,0,0,779,399,1156,446,71,1498,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_56,0,0,6,0,0,0,24,0,0,0,0,12,0,0,0,0,27,0,42,742,189,289,4069,0,4,0,0,0,988,354,22,0,0,310,0,0,53,0,0,0,0,8,0,0,0
ASV_57,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,1746,2372,0,0,0,157,973,0,1179,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_58,0,179,464,0,0,212,545,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,1012,0,0,0,0,0,403,0,0,0,0,0,1907,1693,135,0,0,0,0,0,0,0
ASV_59,0,0,0,0,25,65,29,0,159,134,38,63,0,0,0,0,0,0,0,56,3583,38,157,184,202,174,426,858,256,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,185,1203,1267,262,115,3151,240,0,0,0,0,2,0,0,0,0,0,0,23,0,0,0
ASV_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,1478,0,422,746,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_62,98,59,44,243,85,0,0,0,0,0,0,14,0,0,0,647,236,546,458,2483,564,22,216,199,110,59,98,0,0,0,24,0,0,117,19,0,0,0,33,0,0,16,32,0,0
ASV_63,0,0,0,0,0,0,0,0,211,569,0,452,0,479,249,0,0,0,0,0,0,0,0,0,0,0,0,319,0,221,0,0,124,0,0,0,0,0,344,748,416,456,695,617,452
ASV_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4932,0,0,178,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,52,0,0,0,0,0,0,0,0,0,0,0
ASV_65,0,0,0,0,38,0,0,24,0,0,215,0,0,0,0,92,1072,3051,459,0,91,0,0,765,0,0,0,149,0,0,25,0,0,300,0,0,0,0,0,0,0,0,0,0,0
ASV_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,623,0,268,280,3486,341,96,119,357,143,0,0,0,0,0,0,0,0,94,0,0,40,31,26,0,33,0,0,0
ASV_67,0,203,225,0,0,0,0,4999,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,2247,0,180,0,0,0,0,0,23,0,2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,435,59,0,72,60,95,363,0,3021,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
ASV_70,0,0,0,0,42,0,0,234,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,35,6,5188,0,0,0,0,0,0,0,0,0,0,0
ASV_71,0,0,0,2358,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,82,160,0,0,0,0,0,0,257,0,481,0,2059,0,0,0,0,0,0,0,0,0,0,0
ASV_72,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,34,0,0,0,46,0,0,0
ASV_73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,239,0,4569,0,0,0,0,0,0,0,0,0,0,0
ASV_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,277,58,869,0,80,232,43,66,386,560,266,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
ASV_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,1304,29,0,27,2626,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
ASV_76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,4380,0,0,0,0,15,0,0,0
ASV_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,78,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,464,0,217,3583,0,0,87,19,0,182,0,0
ASV_78,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,1476,80,2107,0,0,0,0,0,0,0,0,0,0,0
ASV_79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,109,74,0,729,1192,159,894,0,689,240,194,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_80,0,0,427,0,0,0,0,770,0,0,1682,0,0,0,0,0,0,144,0,0,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_81,0,24,41,292,0,0,0,0,0,0,0,0,0,0,0,0,140,238,129,149,88,49,0,382,413,386,23,173,385,33,0,0,0,55,0,19,1147,0,0,68,0,0,64,0,0
ASV_82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,108,0,1657,151,0,156,139,0,34,130,0,136,56,1364,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
ASV_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,89,155,110,53,362,0,415,0,420,308,0,614,577,0,0,0,0,0,17,0,58,0,0,0,0,0,0,0,0
ASV_84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,157,0,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,31,1902,276,65,1244,411,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_86,31,139,228,349,249,65,215,31,27,14,25,0,0,15,0,1016,0,0,156,0,0,0,0,0,0,50,0,0,520,142,0,0,0,0,20,11,10,0,51,335,51,18,164,6,8
ASV_87,0,0,0,134,0,0,0,0,90,0,42,0,0,0,0,0,19,64,0,30,0,137,757,143,809,191,939,0,0,181,0,0,0,103,0,0,0,16,0,104,0,182,0,0,0
ASV_88,66,202,377,881,708,117,381,67,0,12,10,0,420,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,152,0,0,36,0,214,0,0,0
ASV_89,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,625,78,241,92,293,77,0,674,0,541,199,91,0,0,98,0,0,0,0,280,0,0,183,0,0,0,214,24,0,0
ASV_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,0,0,1924,0,0,0,0,0,0,0,0,0,0,0
ASV_91,0,16,99,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,49,36,83,296,1333,19,145,185,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,2461,0,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,182,0,0,0,0,0,0,0,0,0,0,0
ASV_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,235,844,159,0,1171,0,478,607,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_95,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,208,0,0,0,0,0,0,0,0,0,0,0,0,0,100,344,176,0,0,0,510,0,0,323,0,0,0,474,0,0,0
ASV_96,0,0,89,0,92,0,0,0,223,281,0,499,0,234,125,0,0,0,0,0,0,0,0,0,0,0,0,337,0,203,150,0,174,0,0,54,0,0,133,277,0,126,214,204,134
ASV_97,44,2067,469,746,64,39,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_98,0,0,0,0,0,0,0,0,0,0,453,0,1731,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_99,0,0,0,0,232,3055,25,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,58,0,0
ASV_100,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,3376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,202,0,2150,71,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,53,140,746,291,212,1085,91,191,68,173,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,605,537,165,329,158,578,494,0,245,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,387,156,922,442,182,0,632,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_106,0,0,0,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,116,0,0,0,0,0,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,223,1174,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,541,0,0,314,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_111,0,0,0,80,25,0,0,0,0,0,0,0,0,0,0,58,0,113,158,797,189,116,368,167,192,487,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,2064,0,0,643,0,0,0,0,0,0,0,0,0,0,0
ASV_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,411,0,0,109,0,0,0,0,278,0,0,32,0,1791,0,0,0,0,0,0,0,0,0,0,0
ASV_114,0,0,0,0,1018,0,0,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_115,0,0,0,0,0,0,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,0
ASV_116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,248,243,231,0,0,0,426,0,1027,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_117,0,0,0,0,0,0,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32
ASV_118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,0,162,706,36,690,56,397,409,41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,291,845,0,1295,0,28,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
ASV_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,17,0,244,0,0,23,0,431,169,119,66,0,781,0,13,0,0,296,0,0,0,0,0,0,0,0,0,0,0
ASV_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,89,0,2079,0,0,0,0,0,0,0,0,0,0,0
ASV_122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,1265,72,248,154,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,42,73,711,80,96,160,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_124,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,268,0,0,0,0,0,0,0,0,0,0,0,548,0,0,366,0,0,0,0,0,0,0,0,0,0,0
ASV_125,0,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,42,54,0,9,347,67,207,357,154,0,1030,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_127,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,48,38,0,0,489,0,984,122,68,0,0,0,0,0,0,0,46,0,0,125,0,0,0,0,0,0,70,0
ASV_128,0,0,0,0,0,0,127,0,0,0,0,150,1037,499,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_129,0,0,0,0,0,0,0,0,161,323,0,237,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,164,0,0,0,0,0,0,0,0,0,0,0,189,325,291,208
ASV_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,57,26,0,0,66,223,760,0,266,0,341,33,0,0,22,0,0,0,0,0,0,0,0,0,0,0
ASV_131,146,541,689,984,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_132,0,0,0,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
